advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	0_50	0 - 50	ES	Spain	2457	1	3161671	193396	242485	0
Compromís	Compromís	194053080624605	Facebook	0_50	0 - 50	ES	Spain	76	1	1981736	460561	7500	0
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	0_50	0 - 50	ES	Spain	75	1	1963793	442618	7401	0
Greenpeace España	Greenpeace España	133044800622	Facebook	0_50	0 - 50	ES	Spain	71	1	1579995	389782	7007	0
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	0_50	0 - 50	ES	Spain	224	1	1479157	384798	22106	0
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	0_50	0 - 50	ES	Spain	131	1	1427412	378817	12928	0
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	0_50	0 - 50	ES	Spain	21	1	1216181	425670	2072	0
SEO/BirdLife	SEO/BirdLife	70020937349	Facebook	0_50	0 - 50	ES	Spain	28	1	1034740	343926	2763	0
Jorge Azcón	Partido Popular Zaragoza	1005758609559650	Facebook	0_50	0 - 50	ES	Spain	45	1	794474	193396	4441	0
PSOE		189318235003	Facebook	0_50	0 - 50	ES	Spain	11	1	598121	149533	1085	0
Marea Atlántica	Marea Atlántica	836117153066747	Facebook	0_50	0 - 50	ES	Spain	18	1	594126	127601	1776	0
Partido Socialista Europeo	Partido Socialista Europeo	442423976113917	Facebook	0_50	0 - 50	ES	Spain	11	1	573199	180436	1085	0
Zaragoza en Común	Zaragoza en Común	1404651893174804	Facebook	0_50	0 - 50	ES	Spain	50	1	566182	143551	4934	0
Psoe La Rioja	PSOE La Rioja	198198820328526	Facebook	0_50	0 - 50	ES	Spain	81	1	555185	121620	7994	0
MÉS per Mallorca	MÉS per Mallorca	183718528322316	Facebook	0_50	0 - 50	ES	Spain	15	1	539298	119625	1480	0
PSOE Extremadura	PSOE Extremadura	187170858138979	Facebook	0_50	0 - 50	ES	Spain	11	1	528150	174413	1085	0
IU Aragón	IU Aragón	178663732095	Facebook	0_50	0 - 50	ES	Spain	59	1	520316	142554	5822	0
Volt España	Volt Europa España	2112231695664686	Facebook	0_50	0 - 50	ES	Spain	14	1	498430	141558	1381	0
Joan Ribó	Compromís	136302299749630	Facebook	0_50	0 - 50	ES	Spain	20	1	486461	147539	1973	0
Navarra Suma	Navarra Suma	401519690408274	Facebook	0_50	0 - 50	ES	Spain	22	1	483097	105589	2169	0
Podemos Región de Murcia	Podemos Región de Murcia	1405445633036784	Facebook	0_50	0 - 50	ES	Spain	33	1	449563	91713	3256	0
Ciudadanos	Ciudadanos	74078667754	Facebook	0_50	0 - 50	ES	Spain	85	1	427579	98691	8388	0
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	0_50	0 - 50	ES	Spain	10	1	419679	119626	986	0
Podemos Castilla-La Mancha	UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO CLM	624403874292676	Facebook	0_50	0 - 50	ES	Spain	14	1	359862	86729	1381	0
Cs Zaragoza	Ciudadanos Zaragoza	362982070559555	Facebook	0_50	0 - 50	ES	Spain	44	1	343882	74766	4342	0
