spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	ES	Spain	5667	471	44225002	10692509	554422	0
50_100	50 - 100	ES	Spain	5664	468	140637	34123	1783	0
100_1k	100 - 1k	ES	Spain	669	151	63387059	25201541	355316	94444
1k_5k	1k - 5k	ES	Spain	83	17	37650002	16917966	399405	79896
5k_10k	5k - 10k	ES	Spain	6	3	4999994	2400000	59994	30000
10k_50k	10k - 50k	ES	Spain	1	1	999999	500000	49999	10000
