region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
baden_wurttemberg	Baden-Württemberg	DE	Germany	28263	2359	29267948	8259601	377572	19621
bayern	Bayern	DE	Germany	27083	2321	18932940	6382892	229313	19008
berlin	Berlin	DE	Germany	24812	2159	12808331	3797304	162453	15890
brandenburg	Brandenburg	DE	Germany	20159	1670	1173529	282456	23955	702
bremen	Bremen	DE	Germany	21167	1603	4221141	1046216	64805	1662
hamburg	Hamburg	DE	Germany	23957	1906	6120145	1611728	108811	6140
hessen	Hessen	DE	Germany	26080	2115	11677674	3177891	136694	7512
mecklenburg_vorpommern	Mecklenburg-Vorpommern	DE	Germany	19891	1583	1846592	445863	29315	571
niedersachsen	Niedersachsen	DE	Germany	26168	2076	15748667	4156361	178074	7270
nordrhein_westfalen	Nordrhein-Westfalen	DE	Germany	28285	2431	48278075	14146805	472207	36247
rheinland_pfalz	Rheinland-Pfalz	DE	Germany	25795	2121	11509187	2851979	182433	6019
saarland	Saarland	DE	Germany	21003	1615	4361475	1152616	48452	4087
sachsen	Sachsen	DE	Germany	23374	1850	5734072	1491664	94226	4920
saxony_anhalt	Saxony-Anhalt	DE	Germany	21321	1668	3880075	878433	54088	2688
schleswig_holstein	Schleswig-Holstein	DE	Germany	22835	1754	5221592	1325999	64738	2308
thuringen	Thüringen	DE	Germany	21646	1705	4258921	1071635	60598	2518
