country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	f	female	7510	1662	79506194	29100158	224321	42688
PL	Poland	m	male	7135	1610	78827643	29168372	230468	43584
PL	Poland	u	unknown	6238	1487	473736	171027	1707	320
