country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	f	female	1840	454	9344700	3152915	40994	3959
CY	Cyprus	m	male	1758	433	13858547	4485949	60153	4730
CY	Cyprus	u	unknown	1693	418	167901	56125	741	58
