advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	rm1	Last month	EE	Estonia	30	1	2034966	764998	6269	1099
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	rm1	Last month	EE	Estonia	29	1	1747970	687999	6070	799
European Parliament		178362315106	Facebook	rm1	Last month	EE	Estonia	15	1	1462475	663194	15046	3900
Isamaa erakond	Isamaa erakond	321163977576	Facebook	rm1	Last month	EE	Estonia	10	1	1360988	584999	5189	1599
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	rm1	Last month	EE	Estonia	76	1	1064226	260227	7789	100
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	rm1	Last month	EE	Estonia	28	1	823466	314098	4682	499
Urmas Paet	Paet Urmas	223092011815453	Facebook	rm1	Last month	EE	Estonia	37	1	767965	167650	3845	99
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	rm1	Last month	EE	Estonia	41	1	595680	150947	6852	700
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	rm1	Last month	EE	Estonia	7	1	351993	130000	1493	200
Jaak Madison	Madison Jaak	536519246456733	Facebook	rm1	Last month	EE	Estonia	10	1	280989	61999	1789	199
Triin Saag	Saag Triin	2012394932389774	Facebook	rm1	Last month	EE	Estonia	32	1	249967	71999	3167	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	rm1	Last month	EE	Estonia	37	1	216507	45917	4450	199
European Greens	European Greens	141366725876424	Facebook	rm1	Last month	EE	Estonia	9	1	215693	77436	776	119
Keskerakond	Keskerakond	161252453921396	Facebook	rm1	Last month	EE	Estonia	10	1	199990	49000	990	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	rm1	Last month	EE	Estonia	8	1	134973	29996	791	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	rm1	Last month	EE	Estonia	3	1	109997	25000	697	100
Riho Terras		2217643278496367	Facebook	rm1	Last month	EE	Estonia	3	1	101664	20833	614	100
Kialo		729627343834501	Facebook	rm1	Last month	EE	Estonia	197	1	78482	29318	371	79
Eiki Nestor	Sotsiaaldemokraatlik Erakond	1472281069715651	Facebook	rm1	Last month	EE	Estonia	7	1	67992	12999	692	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	rm1	Last month	EE	Estonia	2	1	59998	15000	198	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rm1	Last month	EE	Estonia	12	1	55603	17267	891	0
Airis Meier Page	Reformierakond	250646808998831	Facebook	rm1	Last month	EE	Estonia	2	1	54998	11000	198	0
Kalle Laanet Page	Reformierakond	141202956796859	Facebook	rm1	Last month	EE	Estonia	1	1	49999	10000	99	0
Keskkonnaministeerium		274848805895621	Facebook	rm1	Last month	EE	Estonia	1	1	49998	9999	98	0
Reformierakond	Reformierakond	80124492882	Facebook	rm1	Last month	EE	Estonia	3	1	24996	10999	296	0
EMY		815299865514464	Facebook	rm1	Last month	EE	Estonia	2	1	22392	4478	76	0
Yoko Alender		709212302463805	Facebook	rm1	Last month	EE	Estonia	4	1	15371	2874	383	0
YanaToom.ee		2367048563336709	Facebook	rm1	Last month	EE	Estonia	2	1	14997	6000	198	0
Elurikkuse Erakond		278891446286010	Facebook	rm1	Last month	EE	Estonia	1	1	9999	5000	99	0
Guardian Weekly		64525551258	Facebook	rm1	Last month	EE	Estonia	8	1	8203	3129	17	4
BBC News Russian		190992343324	Facebook	rm1	Last month	EE	Estonia	1	1	7003	1400	16	0
Arte		656089814494677	Facebook	rm1	Last month	EE	Estonia	6	1	5326	2303	16	1
VoteWatch Europe		355087424564148	Facebook	rm1	Last month	EE	Estonia	5	1	5228	2321	11	3
