platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	312	1	22255698	8644525	144356	31892
f	Facebook	FI	Finland	European Parliament		178362315106	Facebook	82	1	10544258	4870381	84052	30505
f	Facebook	FI	Finland	Vihreät - De Gröna		33722070600	Facebook	34	1	2106137	819625	9160	1999
f	Facebook	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	339	1	1344661	265000	39161	1400
f	Facebook	FI	Finland	Oatly		585888148224935	Facebook	5	1	1299926	519965	6694	1599
f	Facebook	FI	Finland	Keskusta	Suomen Keskusta	55312855747	Facebook	33	1	1273559	311317	5608	599
f	Facebook	FI	Finland	WWF Suomi		119054448115588	Facebook	7	1	949886	459952	3992	1099
f	Facebook	FI	Finland	Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	14	1	779711	284911	7083	1699
f	Facebook	FI	Finland	Kaisa Penny		259256970891807	Facebook	40	1	747757	252954	5556	400
f	Facebook	FI	Finland	Miapetra Kumpula-Natri		922311201130062	Facebook	32	1	736983	231002	7974	1534
f	Facebook	FI	Finland	K-Supermarket		380462231997295	Facebook	6	1	649993	279999	12493	2799
f	Facebook	FI	Finland	Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	14	1	620904	159980	10306	2291
f	Facebook	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	289	1	610711	86000	28611	0
f	Facebook	FI	Finland	Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	6	1	524750	204902	993	99
f	Facebook	FI	Finland	Veli Paasimaa eduskuntaan		2500363800014955	Facebook	6	1	508994	201000	5493	1000
f	Facebook	FI	Finland	Neste		1083597725003936	Facebook	1	1	499999	200000	4999	1000
f	Facebook	FI	Finland	Mikkel Näkkäläjärvi		617733068345315	Facebook	73	1	479921	111999	7626	99
f	Facebook	FI	Finland	Piia Kurki	Piia Kurki	270567833058986	Facebook	28	1	475712	120927	4767	499
f	Facebook	FI	Finland	Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	32	1	440953	96997	5167	499
f	Facebook	FI	Finland	Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	22	1	421977	98000	4488	599
f	Facebook	FI	Finland	Kialo		729627343834501	Facebook	336	1	411181	162821	3016	837
f	Facebook	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	24	1	403224	124999	4301	499
f	Facebook	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	17	1	397858	84975	3282	400
f	Facebook	FI	Finland	XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	29	1	396968	148998	3270	99
f	Facebook	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	39	1	391961	147000	4261	100
f	Facebook	FI	Finland	Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	9	1	366805	79307	2070	296
f	Facebook	FI	Finland	Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	13	1	342026	74407	2792	400
f	Facebook	FI	Finland	Vasemmistoliitto		60390955171	Facebook	61	1	315897	62991	7638	399
f	Facebook	FI	Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	139489762782508	Facebook	7	1	310964	94994	1092	99
f	Facebook	FI	Finland	Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	35	1	302939	73994	4264	199
f	Facebook	FI	Finland	Mikko Kiesiläinen		993610757425045	Facebook	3	1	299997	120000	6996	2000
f	Facebook	FI	Finland	Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	9	1	284749	65951	2890	499
f	Facebook	FI	Finland	Henrik Wickström	Wickström 2019	448116415229902	Facebook	38	1	268961	61999	4161	100
f	Facebook	FI	Finland	Sameli Sivonen		466817883509788	Facebook	15	1	262985	64000	3485	500
f	Facebook	FI	Finland	Amanda Pasanen		1590714481237792	Facebook	6	1	260911	84958	3193	1199
f	Facebook	FI	Finland	Hanna Holopainen		149856248393583	Facebook	15	1	257985	60000	2746	356
f	Facebook	FI	Finland	Elsi Katainen		190042298268350	Facebook	33	1	254956	57000	3265	0
f	Facebook	FI	Finland	Ykkösketjuun		2118628725055114	Facebook	3	1	249941	109972	1496	299
f	Facebook	FI	Finland	Aura Salla		357502994332188	Facebook	16	1	246973	56995	2783	299
f	Facebook	FI	Finland	Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	28	1	238972	62000	3172	100
f	Facebook	FI	Finland	Liike Nyt		194677504471503	Facebook	7	1	224993	51000	2693	500
f	Facebook	FI	Finland	Tiina Haapala kansanedustajaehdokas		388230268408380	Facebook	7	1	219993	47000	3193	900
f	Facebook	FI	Finland	Harri Salonen		610646839145678	Facebook	30	1	214970	55000	2970	0
f	Facebook	FI	Finland	Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	20	1	213979	92999	2779	200
f	Facebook	FI	Finland	Svensk Ungdom - RKP-nuoret		172659206933	Facebook	13	1	213240	57266	1266	0
f	Facebook	FI	Finland	Ozan Yanar		730847103593100	Facebook	5	1	210000	75000	2496	800
f	Facebook	FI	Finland	European Greens	European Greens	141366725876424	Facebook	7	1	204566	101782	1011	503
f	Facebook	FI	Finland	Lapsiasiavaltuutettu		576746312441238	Facebook	1	1	199999	100000	499	100
f	Facebook	FI	Finland	Työehtoshoppailu		1602354766564898	Facebook	1	1	199999	100000	4999	1000
f	Facebook	FI	Finland	Kulta Katriina		1680771958806411	Facebook	1	1	199999	100000	499	99
f	Facebook	FI	Finland	Telia Finland		103645656349867	Facebook	1	1	199998	99999	498	99
f	Facebook	FI	Finland	European GNSS Agency		128217567344601	Facebook	1	1	199992	99996	998	499
f	Facebook	FI	Finland	Trendi & Lily		75905184635	Facebook	1	1	199889	99945	498	99
f	Facebook	FI	Finland	Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	11	1	192989	47000	1488	99
f	Facebook	FI	Finland	Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	8	1	189984	46998	1591	199
f	Facebook	FI	Finland	Timo Huhtamäki		2161903010535300	Facebook	6	1	188013	79009	1668	525
f	Facebook	FI	Finland	Mikael Ropo	Ropo Mikael Leo Olavi	286521901512868	Facebook	13	1	181982	40999	1686	100
f	Facebook	FI	Finland	Vihreämpi planeetta		292971488047613	Facebook	18	1	180975	49998	1757	509
f	Facebook	FI	Finland	Jaana Ylitalo - Neuvottelijasi Euroopassa	Jaana Ylitalon eurovaalitukiryhmä	1201709293325428	Facebook	8	1	171991	36999	1591	199
f	Facebook	FI	Finland	Janne Parkkila - Vasemmistoliitto	Janne Parkkilan tukiyhdistys ry	354424931606915	Facebook	8	1	167992	36000	2391	399
f	Facebook	FI	Finland	Stina Wahlsten		247410845719596	Facebook	26	1	167974	31000	2574	0
f	Facebook	FI	Finland	Janne Kaisanlahti		309381625805373	Facebook	26	1	163973	34999	2973	99
f	Facebook	FI	Finland	Iiris Suomela		300395886827434	Facebook	4	1	159996	62000	1696	600
f	Facebook	FI	Finland	Mai Kivelä		696021337144506	Facebook	5	1	159995	32000	2195	700
f	Facebook	FI	Finland	Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	11	1	159989	41000	2289	300
f	Facebook	FI	Finland	Leena Zittling - Eurovaaliehdokas 2019 - KOK		804330503290879	Facebook	6	1	157835	61000	1378	200
f	Facebook	FI	Finland	Eveliina Heinäluoma		1089057291173658	Facebook	3	1	150997	60000	1096	200
f	Facebook	FI	Finland	Matias Turkkila eduskuntaan 2019		1214838375280127	Facebook	3	1	150997	60000	2097	1000
f	Facebook	FI	Finland	Kansanedustaja Mika Niikko		140130819391744	Facebook	9	1	150990	41999	1690	200
f	Facebook	FI	Finland	Eero Lehti		148066211906308	Facebook	2	1	149997	59999	1097	499
f	Facebook	FI	Finland	Aleksi Laine		700514280309207	Facebook	3	1	147623	29525	687	98
f	Facebook	FI	Finland	Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	25	1	145964	43997	2453	0
f	Facebook	FI	Finland	Liban Sheikh		302959147221497	Facebook	11	1	141989	30999	1489	100
f	Facebook	FI	Finland	SLC		126812894035597	Facebook	8	1	139991	33999	1191	99
f	Facebook	FI	Finland	Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	12	1	137980	26998	1219	0
f	Facebook	FI	Finland	Tanja Vahvelainen kansanedustajaehdokas		653005468206971	Facebook	42	1	135954	28999	4157	0
f	Facebook	FI	Finland	Janika Takatalo	Takatalo Janika Emmi Kristiina	1380023342235751	Facebook	19	1	127976	35999	2280	99
f	Facebook	FI	Finland	Oras Tynkkynen		23412116818	Facebook	6	1	124994	28000	1794	300
f	Facebook	FI	Finland	Heidi Hautala		116940668479201	Facebook	6	1	120989	26999	993	100
f	Facebook	FI	Finland	Christoffer Hällfors	Christoffer Hällfors	166764656737212	Facebook	11	1	120954	38990	1088	0
f	Facebook	FI	Finland	Plan International Suomi		271311152007	Facebook	5	1	119994	26999	494	0
f	Facebook	FI	Finland	Parempi tulevaisuus		587353418318027	Facebook	20	1	117980	25000	1979	0
f	Facebook	FI	Finland	Johanna Karjula		460881870610568	Facebook	5	1	115995	26000	895	100
f	Facebook	FI	Finland	Jarno Strengell eduskuntavaaliehdokas 14.4.2019		307784380044908	Facebook	14	1	115986	26000	1786	100
f	Facebook	FI	Finland	Teuvo Hakkarainen		198979100169761	Facebook	4	1	114995	25999	395	0
f	Facebook	FI	Finland	Eeva Kärkkäinen		150370318339649	Facebook	5	1	114995	23000	1295	200
f	Facebook	FI	Finland	Lauri Kaira		619118744885450	Facebook	7	1	112993	22000	1493	200
f	Facebook	FI	Finland	Feministinen puolue		246435052396654	Facebook	4	1	105962	20993	795	99
f	Facebook	FI	Finland	Francis McCarron		392720440768048	Facebook	3	1	104996	20999	296	0
f	Facebook	FI	Finland	Itämeriprojekti		1585362805066825	Facebook	1	1	99999	50000	499	100
f	Facebook	FI	Finland	Henna Partanen		272647342835936	Facebook	2	1	99998	20000	598	100
f	Facebook	FI	Finland	Tankesmedjan Agenda - Ajatushautomo Agenda		176678846392107	Facebook	2	1	99998	19999	998	200
f	Facebook	FI	Finland	Katariina Souri 2019		348440875740240	Facebook	2	1	99998	20000	888	178
f	Facebook	FI	Finland	Tiedekulma		433087293448371	Facebook	2	1	99998	20000	998	200
f	Facebook	FI	Finland	Neste Bensis		386964478028420	Facebook	1	1	99998	50000	499	99
f	Facebook	FI	Finland	Suldaan Said Ahmed aka Musta Leijona		471094846245540	Facebook	2	1	99997	19999	997	199
f	Facebook	FI	Finland	Neutra		464041104108489	Facebook	2	1	99997	19999	197	0
f	Facebook	FI	Finland	Udo Bullmann		68936775929	Facebook	1	1	99945	49973	498	99
f	Facebook	FI	Finland	Maria Ohisalo		260320667414347	Facebook	10	1	95990	22000	990	0
f	Facebook	FI	Finland	Niko Eskelinen poliitikko	Eskelinen Niko Olavi	1337176579662419	Facebook	22	1	94974	20999	2177	0
f	Facebook	FI	Finland	Jaakko Mustakallio		329520117139440	Facebook	13	1	90987	20000	1687	100
f	Facebook	FI	Finland	Martin Norrgård	Martin Norrgårds stödförening	104405313050307	Facebook	9	1	85990	16999	890	0
f	Facebook	FI	Finland	Filip Björklöf	Filip Björklöfs understödsförening	432450826819256	Facebook	18	1	85981	27999	1782	0
f	Facebook	FI	Finland	Anna Jungner-Nordgren		126206450772264	Facebook	5	1	84992	25998	894	100
f	Facebook	FI	Finland	Teuvo Hatva - eurovaaliehdokas	Maury Aino Maija	948715928850182	Facebook	7	1	81992	21999	1092	99
f	Facebook	FI	Finland	Christoffer Ingo		803386486399268	Facebook	6	1	80994	22000	594	0
f	Facebook	FI	Finland	Saara Hyrkkö		250829455020050	Facebook	28	1	77956	17996	2771	0
f	Facebook	FI	Finland	Pirkko Vihko		2384976475054673	Facebook	6	1	76880	20947	992	99
f	Facebook	FI	Finland	Simo Grönroos	Gronroos Simo Juhani	445988248775782	Facebook	12	1	75988	27000	1188	0
f	Facebook	FI	Finland	Sami Säynevirta		364635700968341	Facebook	5	1	74994	17999	894	99
f	Facebook	FI	Finland	Ehdolla Eduskuntaan, Pekka Ranta		561462751021029	Facebook	6	1	74610	14923	591	0
