platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	FI	Finland	Yannick Lahti		1779172592405294	Facebook	15	1	73985	23000	1485	0
f	Facebook	FI	Finland	Atte Kaleva		293156734202539	Facebook	4	1	69996	17000	396	0
f	Facebook	FI	Finland	Suomen luonnonsuojeluliitto		220884089007	Facebook	3	1	69996	19999	297	0
f	Facebook	FI	Finland	Sandra Bergqvist		1684264761693515	Facebook	4	1	69995	16999	795	99
f	Facebook	FI	Finland	Jenni Pitko		429466253758989	Facebook	4	1	68975	19595	775	95
f	Facebook	FI	Finland	Antti Lindtman		173116522742529	Facebook	6	1	67994	16000	594	0
f	Facebook	FI	Finland	Suomen Lähetysseura	Suomen Lähetysseura	8265674748	Facebook	3	1	64997	16000	297	0
f	Facebook	FI	Finland	Eero Heinäluoma		232815610172259	Facebook	3	1	64997	16000	697	100
f	Facebook	FI	Finland	Niclas Sjöskog		515822055510688	Facebook	3	1	64497	15750	292	0
f	Facebook	FI	Finland	Plastic Free Picks		1235776649910885	Facebook	5	1	61994	11999	495	0
f	Facebook	FI	Finland	Timo Heinonen - kansanedustaja		271130619606974	Facebook	12	1	61988	18000	1588	100
f	Facebook	FI	Finland	Pilvi Torsti		148604678501169	Facebook	3	1	60997	15000	297	0
f	Facebook	FI	Finland	Nils Torvalds		343089085765596	Facebook	4	1	60986	11998	395	0
f	Facebook	FI	Finland	Husu Hussein		646912728706959	Facebook	4	1	60976	11996	795	99
f	Facebook	FI	Finland	Fingo ry - Suomalaiset kehitysjärjestöt		153374888023578	Facebook	8	1	60739	10959	786	0
f	Facebook	FI	Finland	Make.org	Make.org	122037308191612	Facebook	2	1	59998	15000	598	100
f	Facebook	FI	Finland	Ida-Maria Skytte	Skytte Sofia Ida-Maria	1854582881493142	Facebook	2	1	59998	15000	598	100
f	Facebook	FI	Finland	Annina Ruottu Poliitikko	Ruottu Annina Marita	397942560273366	Facebook	2	1	59998	15000	998	200
f	Facebook	FI	Finland	Antti Häkkänen		1413586768888451	Facebook	2	1	59998	15000	598	100
f	Facebook	FI	Finland	Saara Ilvessalo		113016908725865	Facebook	2	1	59998	15000	598	100
f	Facebook	FI	Finland	Saara Hanhela eduskuntaan - äänestäisitkö minua?		216117605458995	Facebook	2	1	59998	15000	198	0
f	Facebook	FI	Finland	Hilu Toivonen-Alastalo, eduskuntavaaliehdokas, Akaa		413336205664401	Facebook	3	1	59997	12000	697	100
f	Facebook	FI	Finland	Toimihenkilökeskusjärjestö STTK		265058510180092	Facebook	2	1	59997	14999	532	89
f	Facebook	FI	Finland	Miikkael Azaize	Kaarelan Keskustaseura ry	2261117880772740	Facebook	7	1	59993	11000	693	0
f	Facebook	FI	Finland	Veronica Rehn-Kivi		1569608096585241	Facebook	2	1	59267	14853	590	98
f	Facebook	FI	Finland	Savo-Karjalan vihreät		160515170666877	Facebook	12	1	58988	20000	1188	0
f	Facebook	FI	Finland	Kommuntorget		920043844692309	Facebook	4	1	58187	11438	390	0
f	Facebook	FI	Finland	Eduskuntavaaliehdokas Pasi Huuhtanen		592798497591495	Facebook	4	1	56746	10950	791	100
f	Facebook	FI	Finland	Jasu Markkanen - Eduskuntavaalit 2019		1935883579826096	Facebook	3	1	55997	11000	697	100
f	Facebook	FI	Finland	Finnwatch	Finnwatch	127195574005414	Facebook	3	1	55996	10999	696	99
f	Facebook	FI	Finland	Kokoomusnuoret		28469960111	Facebook	2	1	54998	11000	198	0
f	Facebook	FI	Finland	Hanna Sarkkinen		114687075230726	Facebook	2	1	54998	11000	198	0
f	Facebook	FI	Finland	SDP Helsinki		231250833663601	Facebook	2	1	54998	11000	598	100
f	Facebook	FI	Finland	Petrus Pennanen		235358769920969	Facebook	2	1	54998	11000	598	100
f	Facebook	FI	Finland	Lasse Miettinen		541595889233206	Facebook	3	1	54590	10728	289	0
f	Facebook	FI	Finland	Silja Borgarsdóttir Sandelin	Svenska folkpartiet i Finland - RKP	145265965535213	Facebook	12	1	53987	15999	1187	0
f	Facebook	FI	Finland	Reetta Vanhanen		1504918263070191	Facebook	3	1	51997	10000	697	100
f	Facebook	FI	Finland	Tarja Filatov - Parempaa politiikkaa		152306521489199	Facebook	2	1	50983	9997	597	99
f	Facebook	FI	Finland	Give A Vote		2186129244970085	Facebook	2	1	50005	10005	498	99
f	Facebook	FI	Finland	Turun kaupunki - Åbo stad - City of Turku	Turun kaupunki - Åbo stad - City of Turku	111390105539312	Facebook	1	1	49999	10000	99	0
f	Facebook	FI	Finland	Food Market Herkku		438441326536699	Facebook	1	1	49999	10000	999	500
f	Facebook	FI	Finland	Mari Holopainen		505419049469417	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Ville Karinen		472543046111201	Facebook	1	1	49999	10000	99	0
f	Facebook	FI	Finland	Anna-Kristiina Mikkonen		271951582974555	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Noora Shingler eduskuntaan		398274724292019	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Henrik Vuornos		285083938272584	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Emma Kari		70955745948	Facebook	1	1	49999	10000	99	0
f	Facebook	FI	Finland	Paul Usvalampi Eduskuntaan		2213501152299740	Facebook	1	1	49999	10000	999	500
f	Facebook	FI	Finland	Jari Laaksonen Eduskuntaan		260620824875917	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Kalevi Sorsa -säätiö		293493520082	Facebook	1	1	49999	9999	499	99
f	Facebook	FI	Finland	Matti Niiranen eduskuntaan 2019		139646119495925	Facebook	1	1	49999	10000	999	500
f	Facebook	FI	Finland	Sanni Grahn-Laasonen		1439885896252667	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Ville Savonlahti		391629677572384	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Myä päätetää - Joona Mielonen		723569781049029	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Rasmus ry		725866417439712	Facebook	1	1	49999	10000	99	0
f	Facebook	FI	Finland	Pelastakaa Lapset		113398820097	Facebook	1	1	49999	9999	99	0
f	Facebook	FI	Finland	Olli Immonen		334608399882600	Facebook	1	1	49999	10000	499	100
f	Facebook	FI	Finland	Eduskuntavaaliehdokas Anu Järveläinen		615662268869577	Facebook	1	1	49999	10000	498	99
f	Facebook	FI	Finland	Trasek ry	Trasek ry	384673691545854	Facebook	1	1	49998	9999	499	100
f	Facebook	FI	Finland	Finlayson		201736349984	Facebook	1	1	49998	10000	99	0
f	Facebook	FI	Finland	Hjälm Heli - vaikuttaa ja välittää		402069276618591	Facebook	1	1	49998	9999	498	99
f	Facebook	FI	Finland	Amnesty International - Suomen osasto		134934386349	Facebook	1	1	49998	9999	499	99
f	Facebook	FI	Finland	Vihreät Naiset ry		128816413815084	Facebook	1	1	49998	10000	88	0
f	Facebook	FI	Finland	UPM Metsä		112583708952056	Facebook	1	1	49998	9999	498	99
f	Facebook	FI	Finland	Jussi Haavisto eduskuntaan		2227363247498725	Facebook	1	1	49998	9999	498	99
f	Facebook	FI	Finland	Marika Visakorpi eduskuntaan		888194464523887	Facebook	1	1	49998	9999	498	99
f	Facebook	FI	Finland	Silvia Modig		181926121838325	Facebook	7	1	49993	19000	693	0
f	Facebook	FI	Finland	FDUV		121513551305779	Facebook	1	1	49993	9998	98	0
f	Facebook	FI	Finland	Mikko till riksdagen - eduskuntaan		111436698934569	Facebook	1	1	49979	9996	498	99
f	Facebook	FI	Finland	Vattenfall Suomi		332170236842216	Facebook	1	1	49954	9991	498	99
f	Facebook	FI	Finland	Findus Finland		536446043171534	Facebook	1	1	49929	9986	498	99
f	Facebook	FI	Finland	Jari Koskela eduskuntaan		791299894297052	Facebook	1	1	48934	9787	488	97
f	Facebook	FI	Finland	Vaasan kaupunki - Vasa stad		189316077837221	Facebook	1	1	48492	9698	96	0
f	Facebook	FI	Finland	Alina Heywood		1717265701876643	Facebook	2	1	46655	9131	554	91
f	Facebook	FI	Finland	Seppo Kanerva	Skyrocket One	568754850299703	Facebook	1	1	45653	9130	455	91
f	Facebook	FI	Finland	Anton Nilsson		290501338278566	Facebook	6	1	44253	17629	586	0
f	Facebook	FI	Finland	Anna Sirkiä	Anna Sirkiä	115751458577078	Facebook	11	1	42989	8000	1089	0
f	Facebook	FI	Finland	Vihreät nuoret		362064961211	Facebook	19	1	42964	5998	1879	0
f	Facebook	FI	Finland	Eduskuntavaaliehdokas Jenni Kiiskinen - Ylöjärven vihreät		393205937720831	Facebook	13	1	40987	7000	1287	0
f	Facebook	FI	Finland	Pekka Matilainen eduskuntaan		394521677949432	Facebook	8	1	39992	8000	792	0
f	Facebook	FI	Finland	Porvoon Vasemmisto		449437091752029	Facebook	11	1	39989	10000	1089	0
f	Facebook	FI	Finland	Kuopion Kristillisdemokraatit - KD Kuopio		1572653312978362	Facebook	10	1	37990	7000	990	0
f	Facebook	FI	Finland	Happiness Initiation		642874789462468	Facebook	14	1	37986	6000	905	0
f	Facebook	FI	Finland	Humble Household		1746853745395190	Facebook	32	1	37361	15105	283	60
f	Facebook	FI	Finland	Suomen Punainen Risti		116399773126	Facebook	7	1	36979	12993	1092	99
f	Facebook	FI	Finland	Ramieza Mahdi		268670670234757	Facebook	10	1	33990	6000	990	0
f	Facebook	FI	Finland	Porin Vasemmisto		180935698653271	Facebook	6	1	32994	15000	594	0
f	Facebook	FI	Finland	Atte Harjanne		222702171440856	Facebook	8	1	32992	9000	792	0
f	Facebook	FI	Finland	Jussi Mäkipelto - Liberaalipuolue		1057558317751103	Facebook	17	1	32983	4000	1682	0
f	Facebook	FI	Finland	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	26	1	32504	6386	901	2
f	Facebook	FI	Finland	Wholesome Culture		1664959567149320	Facebook	7	1	32249	13914	50	9
f	Facebook	FI	Finland	Katju Aro		1833156153607042	Facebook	6	1	30994	9000	594	0
f	Facebook	FI	Finland	Kristillisdemokraatit		157614802920	Facebook	6	1	30972	8990	593	0
f	Facebook	FI	Finland	Pia Lohikoski		209080945038	Facebook	4	1	29996	12000	396	0
f	Facebook	FI	Finland	Tekniikan Maailma	Rainisto Sami Pasi Kalevi	309780042465696	Facebook	6	1	29994	6000	594	0
f	Facebook	FI	Finland	Sirkka-Liisa "Siku" Kähärä		608318885858000	Facebook	9	1	28991	5000	891	0
f	Facebook	FI	Finland	Mira Nieminen kansanedustajaksi 2019		2010375012387805	Facebook	9	1	28984	4998	890	0
f	Facebook	FI	Finland	Aku Autio, eduskuntavaaliehdokas		343943635698964	Facebook	7	1	27993	8000	693	0
f	Facebook	FI	Finland	Game of Sultans		185311195624361	Facebook	7	1	27372	12269	667	161
f	Facebook	FI	Finland	VIKES Viestintä ja kehitys -säätiö	Viestintä ja kehitys -säätiö	381290523932	Facebook	7	1	26993	5000	693	0
f	Facebook	FI	Finland	Mikko Ohela		201647537374497	Facebook	6	1	26987	7998	593	0
f	Facebook	FI	Finland	Senni Martikainen		617885081728247	Facebook	5	1	25995	8000	495	0
f	Facebook	FI	Finland	Juha Huhtala		770881059690053	Facebook	6	1	25994	5000	539	0
f	Facebook	FI	Finland	SFP i Helsingfors		106279736072242	Facebook	6	1	25994	5000	594	0
f	Facebook	FI	Finland	Helena Marttila eduskuntaan		373811376519125	Facebook	10	1	25990	4000	990	0
f	Facebook	FI	Finland	Elmaci 2019		2292739520955127	Facebook	3	1	24997	11000	297	0
f	Facebook	FI	Finland	Uudenmaan Liberaalit		456060904825066	Facebook	5	1	24995	5000	495	0
f	Facebook	FI	Finland	Naisasialiitto Unioni		114085888617511	Facebook	4	1	24995	7999	395	0
f	Facebook	FI	Finland	Mikko Savola		129144617101783	Facebook	4	1	24897	7963	394	0
f	Facebook	FI	Finland	Duuers		650609281814087	Facebook	6	1	22994	6999	594	0
f	Facebook	FI	Finland	Matleena Käppi		1806983809518838	Facebook	7	1	22993	4000	693	0
f	Facebook	FI	Finland	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	55	1	22594	10220	95	20
f	Facebook	FI	Finland	Jan Vuorenlaakso, Vihreät		1804151529911364	Facebook	7	1	22362	3874	680	0
f	Facebook	FI	Finland	Lotta Alhonnoro		897371603607419	Facebook	6	1	21994	3999	594	0
f	Facebook	FI	Finland	SFP i Österbotten		356301551123582	Facebook	6	1	21994	4000	593	0
f	Facebook	FI	Finland	SSAB AB		145401631365	Facebook	6	1	21759	3959	586	0
f	Facebook	FI	Finland	Catharina von Schoultz - politik - sfp/rkp	Von Schoultz Catharina Gabriella Elisabeth	1745255925752597	Facebook	4	1	20996	7000	795	100
f	Facebook	FI	Finland	Riikka Taivassalo		794024017641033	Facebook	5	1	20995	4000	495	0
f	Facebook	FI	Finland	Otto Andersson		1425108367791147	Facebook	4	1	20981	6997	395	0
f	Facebook	FI	Finland	DriveNow		1495041160538450	Facebook	3	1	20952	9977	296	0
f	Facebook	FI	Finland	Inka Hopsu		168275609876566	Facebook	2	1	19998	10000	229	0
f	Facebook	FI	Finland	Anna Mäkipää	Mäkipää Anna Marjatta	410045932385582	Facebook	3	1	19997	7000	297	0
f	Facebook	FI	Finland	Riku Eskelinen	Riku Eskelisen eurovaalien tukiyhdistys Herttoniemen Keskustaseura ry	312837175579728	Facebook	3	1	19997	7000	297	0
f	Facebook	FI	Finland	Simon Granroth		205605269911704	Facebook	3	1	19997	7000	297	0
f	Facebook	FI	Finland	Finanssiala		200454706659092	Facebook	2	1	19997	9999	197	0
f	Facebook	FI	Finland	Niko Aleksanteri Kauko	Kauko Niko Aleksanteri	151697688839398	Facebook	4	1	19996	4000	396	0
f	Facebook	FI	Finland	Raija Vahasalo		1477675525856183	Facebook	4	1	19996	4000	396	0
f	Facebook	FI	Finland	Isabella "Bella" Alén		1907428219501440	Facebook	7	1	18993	3000	693	0
f	Facebook	FI	Finland	Petra Schulze Steinen		266912807301110	Facebook	5	1	17995	6000	495	0
f	Facebook	FI	Finland	Emilia Taskinen		297025667654067	Facebook	6	1	17993	2999	593	0
f	Facebook	FI	Finland	Mediaplanet Stories		452253761911595	Facebook	9	1	17991	4999	891	0
f	Facebook	FI	Finland	Kirkon Ulkomaanapu		111005869699	Facebook	4	1	16996	6000	395	0
f	Facebook	FI	Finland	Olli-Pekka Nyberg	NYBERG OLLI-PEKKA	291483185114189	Facebook	4	1	16995	5999	395	0
f	Facebook	FI	Finland	Pohjanmaan Vasemmisto		150360151687243	Facebook	5	1	16995	3000	495	0
f	Facebook	FI	Finland	Marko Ekqvist		899967553367075	Facebook	17	1	16983	0	1683	0
f	Facebook	FI	Finland	Marisanna Jarva		134061183294108	Facebook	17	1	16983	0	1683	0
f	Facebook	FI	Finland	GRUNDIG		1508163162762486	Facebook	14	1	16858	7495	39	8
f	Facebook	FI	Finland	Keräyslava Oy		764030493682447	Facebook	9	1	16805	1962	887	0
f	Facebook	FI	Finland	Guardian Weekly		64525551258	Facebook	8	1	16096	6436	33	9
