week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	DK	Denmark	3585	394	22409131	6792420	240142	52011
w019	Week 19	2019-05-06	2019-05-12	DK	Denmark	3610	428	37360664	11932933	365825	89585
w018	Week 18	2019-04-29	2019-05-05	DK	Denmark	2801	394	14608509	4536058	125677	30441
w017	Week 17	2019-04-22	2019-04-28	DK	Denmark	2361	392	10528477	3223934	91455	23045
w016	Week 16	2019-04-15	2019-04-21	DK	Denmark	2018	401	7529426	2367522	75333	18926
w015	Week 15	2019-04-08	2019-04-14	DK	Denmark	1951	503	5486597	1729020	50739	11197
w014	Week 14	2019-04-01	2019-04-07	DK	Denmark	1414	449	5592290	1680709	58326	12988
w013	Week 13	2019-03-25	2019-03-31	DK	Denmark	1068	357	4439477	1414836	45464	10247
w012	Week 12	2019-03-18	2019-03-24	DK	Denmark	975	331	4242449	1346174	43022	9309
w011	Week 11	2019-03-11	2019-03-17	DK	Denmark	865	295	4227619	1341800	38780	8524
w010	Week 10	2019-03-04	2019-03-10	DK	Denmark	900	294	4901318	1471853	43910	9175
w009	Week 9	2019-02-25	2019-03-03	DK	Denmark	471	157	1779984	496491	17118	4049
w008	Week 8	2019-02-18	2019-02-24	DK	Denmark	386	102	1352609	396660	10032	1997
w007	Week 7	2019-02-11	2019-02-17	DK	Denmark	319	77	1222436	381420	10358	2007
w006	Week 6	2019-02-04	2019-02-10	DK	Denmark	263	66	1031255	319825	7518	1830
w005	Week 5	2019-01-28	2019-02-03	DK	Denmark	271	62	822606	243822	6536	1519
w004	Week 4	2019-01-21	2019-01-27	DK	Denmark	207	54	663337	195532	4403	1042
w003	Week 3	2019-01-14	2019-01-20	DK	Denmark	188	53	579327	212667	4236	1277
w002	Week 2	2019-01-07	2019-01-13	DK	Denmark	137	46	486836	131710	4202	866
w001	Week 1	2019-01-01	2019-01-06	DK	Denmark	100	37	359049	90155	3583	664
