country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	f	female	6716	1533	63447402	25110994	531425	105022
NL	Netherlands	m	male	6286	1471	52007440	20529409	415015	76086
NL	Netherlands	u	unknown	5557	1352	438188	163613	3953	659
