advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Fidesz	Fidesz	9844779306	Facebook	tolna_county	Tolna County	HU	Hungary	18	1	1817	832	8	3
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	tolna_county	Tolna County	HU	Hungary	39	1	459	199	1	0
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	tolna_county	Tolna County	HU	Hungary	4	1	317	139	0	0
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	tolna_county	Tolna County	HU	Hungary	3	1	303	130	0	0
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	tolna_county	Tolna County	HU	Hungary	3	1	277	138	0	0
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	tolna_county	Tolna County	HU	Hungary	4	1	163	64	0	0
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	tolna_county	Tolna County	HU	Hungary	8	1	142	26	0	0
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	128	64	0	0
European Parliament	European Parliament	178362315106	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	107	53	0	0
Mi Hazánk Mozgalom		620030171664750	Facebook	tolna_county	Tolna County	HU	Hungary	2	1	80	16	0	0
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	tolna_county	Tolna County	HU	Hungary	8	1	79	21	0	0
Alfahír	Alfahír Hírportál	525574220799452	Facebook	tolna_county	Tolna County	HU	Hungary	5	1	75	16	0	0
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	tolna_county	Tolna County	HU	Hungary	8	1	58	13	0	0
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	tolna_county	Tolna County	HU	Hungary	22	1	54	9	0	0
Dr. Szoboszlay György Csaba, közszereplő, LMP	Szoboszlay György Csaba	202727753244884	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	43	8	0	0
MSZP	MSZP	115388925185513	Facebook	tolna_county	Tolna County	HU	Hungary	2	1	38	7	0	0
Semjén Zsolt	Országgyűlés Hivatala KDNP frakció	228731803847927	Facebook	tolna_county	Tolna County	HU	Hungary	5	1	14	5	0	0
Jávor Benedek	Párbeszéd Magyarországért	131797633528377	Facebook	tolna_county	Tolna County	HU	Hungary	4	1	8	1	0	0
Harrach Péter	Országgyűlés Hivatala KDNP frakció	206160682739388	Facebook	tolna_county	Tolna County	HU	Hungary	5	1	6	0	0	0
Partizán	Gulyás Márton Ferenc	1406386486355924	Facebook	tolna_county	Tolna County	HU	Hungary	13	1	4	0	0	0
MSZP Nyíregyháza	MSZP	740771415954618	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	3	0	0	0
Hydrogene Technologies Hungary	Nagy Tamás	406305670209771	Facebook	tolna_county	Tolna County	HU	Hungary	2	1	3	0	0	0
Polkorrekt		345406462731106	Facebook	tolna_county	Tolna County	HU	Hungary	2	1	3	0	0	0
Kocsis Máté	Kocsis Máté	149061108240	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	3	0	0	0
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	2	0	0	0
Political Capital (HU)	Political Capital (HU)	115230488549915	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	2	0	0	0
Kádár Gábor	Párbeszéd Magyarországért	734724533343964	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	2	0	0	0
A kiló nem százat jelent.	Antlfinger Edvárd	172924162721825	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	2	0	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	tolna_county	Tolna County	HU	Hungary	2	1	0	0	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	tolna_county	Tolna County	HU	Hungary	4	1	0	0	0	0
European Commission	European Commission	107898832590939	Facebook	tolna_county	Tolna County	HU	Hungary	2	1	0	0	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	tolna_county	Tolna County	HU	Hungary	1	1	0	0	0	0
