week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	SE	Sweden	2504	388	30311721	10099672	285964	68503
w019	Week 19	2019-05-06	2019-05-12	SE	Sweden	2519	410	33911958	11320798	315789	79151
w018	Week 18	2019-04-29	2019-05-05	SE	Sweden	2015	385	17174649	5697647	131305	32671
w017	Week 17	2019-04-22	2019-04-28	SE	Sweden	1412	369	6692370	2273215	54515	14073
w016	Week 16	2019-04-15	2019-04-21	SE	Sweden	1355	431	7805188	2820562	56826	15197
w015	Week 15	2019-04-08	2019-04-14	SE	Sweden	1890	642	11239602	3963076	100021	23947
w014	Week 14	2019-04-01	2019-04-07	SE	Sweden	1563	578	10180215	3511021	92072	21806
w013	Week 13	2019-03-25	2019-03-31	SE	Sweden	1305	456	9444306	3366705	84903	22035
w012	Week 12	2019-03-18	2019-03-24	SE	Sweden	1114	377	7779806	2822719	67724	17202
w011	Week 11	2019-03-11	2019-03-17	SE	Sweden	952	352	9620182	3474640	85129	21038
w010	Week 10	2019-03-04	2019-03-10	SE	Sweden	1223	375	9437949	3373204	75238	18426
w009	Week 9	2019-02-25	2019-03-03	SE	Sweden	484	171	5821805	2048498	25454	6071
w008	Week 8	2019-02-18	2019-02-24	SE	Sweden	261	95	2754976	1048852	10187	2642
w007	Week 7	2019-02-11	2019-02-17	SE	Sweden	241	87	1178519	325033	8265	1603
w006	Week 6	2019-02-04	2019-02-10	SE	Sweden	208	73	1566951	461449	12528	2993
w005	Week 5	2019-01-28	2019-02-03	SE	Sweden	303	66	2049815	670253	16577	4314
w004	Week 4	2019-01-21	2019-01-27	SE	Sweden	261	68	2677480	1008933	24231	5912
w003	Week 3	2019-01-14	2019-01-20	SE	Sweden	251	58	2374585	875444	19427	4729
w002	Week 2	2019-01-07	2019-01-13	SE	Sweden	228	52	2465112	839540	17939	5026
w001	Week 1	2019-01-01	2019-01-06	SE	Sweden	157	35	881028	322503	8881	2135
