impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	CY	Cyprus	7	5	6992	0	693	0
1k_5k	1k - 5k	CY	Cyprus	9	7	44990	9000	890	0
5k_10k	5k - 10k	CY	Cyprus	4	4	30160	15081	298	0
10k_50k	10k - 50k	CY	Cyprus	8	5	350852	70171	694	0
50k_100k	50k - 100k	CY	Cyprus	1	1	99850	49925	98	0
100k_200k	100k - 200k	CY	Cyprus	3	2	24333	12166	60	12
