advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Greens	European Greens	141366725876424	Facebook	1k_5k	1k - 5k	FI	Finland	6	1	1903659	801465	25031	5007
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	1k_5k	1k - 5k	FI	Finland	2	1	699889	299956	9996	1999
Kaksin - Tvåsamhet	Kaksin - Tvåsamhet	2110443792388818	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	499999	199999	4999	999
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	499998	199999	4998	999
European Parliament	European Parliament	178362315106	Facebook	1k_5k	1k - 5k	FI	Finland	4	1	405111	202255	10038	2008
Tiina Heikkinen	Heikkinen Tiina Maria	252243572053482	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	199999	99999	4999	1000
Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	199998	99999	4998	999
Fatim Diarra	Fatim Diarra	1357638954294467	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	199995	99998	4998	999
Satu Jaatinen 216		611696415923639	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	131989	65995	3817	763
Kokoomus	Kokoomus	201285237101	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	99999	50000	4999	1000
European Commission	European Commission	107898832590939	Facebook	1k_5k	1k - 5k	FI	Finland	2	1	18416	9208	92	18
European Free Alliance	European Free Alliance	46708306425	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	662	331	3	0
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	1k_5k	1k - 5k	FI	Finland	1	1	1	0	0	0
