audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f25_34	female (25-34)	ES	Spain	17958	2169	75793267	29358462	476115	67092
f35_44	female (35-44)	ES	Spain	18015	2169	71125365	27044508	506739	68863
m25_34	male (25-34)	ES	Spain	16732	2100	65089751	25299749	438630	59143
f45_54	female (45-54)	ES	Spain	18434	2095	61996381	22529261	480358	58811
f18_24	female (18-24)	ES	Spain	14537	1973	60304877	24100287	315763	45465
m35_44	male (35-44)	ES	Spain	16700	2095	57896584	22340035	435222	57459
f55_64	female (55-64)	ES	Spain	17591	1922	45999237	16404667	427344	44112
m45_54	male (45-54)	ES	Spain	16109	2023	43553439	16192510	328775	43064
m18_24	male (18-24)	ES	Spain	14051	1922	40811755	16269058	234255	32113
m55_64	male (55-64)	ES	Spain	15050	1867	26121425	9598117	236285	25716
f65_	female (65+)	ES	Spain	15102	1696	25277865	9029694	245833	24415
m65_	male (65+)	ES	Spain	13517	1654	15463548	5719002	142272	15584
f13_17	female (13-17)	ES	Spain	853	347	1713922	669552	4467	342
m13_17	male (13-17)	ES	Spain	773	328	1117013	439635	2741	250
u35_44	unknown (35-44)	ES	Spain	11736	1771	1115996	439876	7562	1166
u25_34	unknown (25-34)	ES	Spain	10729	1666	601702	237369	3685	582
u45_54	unknown (45-54)	ES	Spain	10630	1616	492106	187403	3513	508
u55_64	unknown (55-64)	ES	Spain	8110	1332	197294	74457	1598	207
u65_	unknown (65+)	ES	Spain	7224	1204	177802	67620	1441	188
u18_24	unknown (18-24)	ES	Spain	6543	1243	136777	54153	769	116
u13_17	unknown (13-17)	ES	Spain	519	252	4201	1597	12	1
