country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FR	France	f	female	11867	3089	123097740	47392584	983781	161564
FR	France	m	male	11232	2956	108351742	42303436	863203	150660
FR	France	u	unknown	9949	2799	2167092	797674	19129	2867
