region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
bjelovar_bilogora_county	Bjelovar-Bilogora County	HR	Croatia	1720	407	103119	28482	493	7
brod_posavina_county	Brod-Posavina County	HR	Croatia	1839	445	192834	51237	742	15
dubrovnik_neretva_county	Dubrovnik-Neretva County	HR	Croatia	1997	491	231034	55736	1284	9
istria_county	Istria County	HR	Croatia	2177	517	1617221	425721	6886	609
karlovac_county	Karlovac County	HR	Croatia	1811	428	86005	22445	275	7
koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	1741	399	31263	10525	271	6
krapina_zagorje_county	Krapina-Zagorje County	HR	Croatia	1700	384	81390	21966	355	4
lika_senj_county	Lika-Senj County	HR	Croatia	1460	336	43440	9479	85	1
medimurje_county	Međimurje County	HR	Croatia	1803	429	93692	38329	709	10
osijek_baranja_county	Osijek-Baranja County	HR	Croatia	2170	542	587202	182452	2512	101
pozega_slavonia_county	Požega-Slavonia County	HR	Croatia	1618	365	31297	10058	217	3
primorje_gorski_kotar_county	Primorje-Gorski Kotar County	HR	Croatia	2269	562	747768	206584	2471	95
sisak_moslavina_county	Sisak-Moslavina County	HR	Croatia	1816	423	58072	20502	183	13
split_dalmatia_county	Split-Dalmatia County	HR	Croatia	2316	590	1004673	347510	3341	243
varazdin_county	Varaždin County	HR	Croatia	1955	448	149953	48214	1222	17
virovitica_podravina_county	Virovitica-Podravina County	HR	Croatia	1628	370	93974	25093	505	5
vukovar_srijem_county	Vukovar-Srijem County	HR	Croatia	1844	444	111663	43238	511	20
zadar_county	Zadar County	HR	Croatia	2016	496	83520	28365	245	18
zagreb	Zagreb	HR	Croatia	2724	671	4972746	1676674	17356	1417
zagreb_county	Zagreb County	HR	Croatia	1906	434	129289	38727	453	13
sibenik_knin_county	Šibenik-Knin County	HR	Croatia	1806	415	33352	10400	211	6
