advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	u	unknown	CZ	Czechia	10	1	25264	12025	153	56
European Parliament	European Parliament	178362315106	Facebook	u	unknown	CZ	Czechia	13	1	13088	5457	86	16
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	u	unknown	CZ	Czechia	15	1	12155	5362	35	7
Info.cz	Info.cz	1269502056393120	Facebook	u	unknown	CZ	Czechia	23	1	8350	2028	32	7
ČSSD	ČSSD	111041662264882	Facebook	u	unknown	CZ	Czechia	104	1	8296	2907	101	22
European Commission	European Commission	107898832590939	Facebook	u	unknown	CZ	Czechia	21	1	6681	3154	29	5
Andrej Babiš	ANO	214827221987263	Facebook	u	unknown	CZ	Czechia	11	1	6023	2726	39	10
Svobodní	Svobodní	43855944703	Facebook	u	unknown	CZ	Czechia	39	1	5777	1340	29	6
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	u	unknown	CZ	Czechia	10	1	5121	1744	19	6
Jaroslav Suchý	Lambert Vojtech	778460319203526	Facebook	u	unknown	CZ	Czechia	31	1	4562	2012	25	6
TOP 09	TOP 09	90002267161	Facebook	u	unknown	CZ	Czechia	13	1	4357	1667	9	3
Jan Zahradil	ODS - Občanská demokratická strana	400970967000022	Facebook	u	unknown	CZ	Czechia	18	1	4341	1597	16	5
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	u	unknown	CZ	Czechia	72	1	4312	1236	14	4
Evropa společně	Evropa společně	535611970260854	Facebook	u	unknown	CZ	Czechia	6	1	3102	1304	7	2
HLAS	První prezidentská	320144481956623	Facebook	u	unknown	CZ	Czechia	9	1	2717	963	3	1
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	u	unknown	CZ	Czechia	8	1	2703	951	12	5
ODS - Občanská demokratická strana	ODS - Občanská demokratická strana	30575632699	Facebook	u	unknown	CZ	Czechia	10	1	2538	1027	4	1
Pavel Poc	Poc Pavel	202974613060409	Facebook	u	unknown	CZ	Czechia	12	1	2393	605	7	1
Ondřej Krutílek - kandidát do Evropského parlamentu	ODS	1220066088147062	Facebook	u	unknown	CZ	Czechia	6	1	2076	592	9	2
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	u	unknown	CZ	Czechia	2	1	1960	980	38	7
Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	u	unknown	CZ	Czechia	8	1	1856	668	12	5
Dita Charanzová	ANO	219333261570307	Facebook	u	unknown	CZ	Czechia	9	1	1798	532	19	5
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	u	unknown	CZ	Czechia	4	1	1679	767	4	1
Veronika Luňáková	ODS - Občanská demokratická strana	311589326158964	Facebook	u	unknown	CZ	Czechia	9	1	1661	708	2	0
MUDr. Gabriela Pecková - TOP 09	Vondryska Jan	113755299053	Facebook	u	unknown	CZ	Czechia	11	1	1644	359	7	1
Marek Ženíšek	TOP 09	523450094407778	Facebook	u	unknown	CZ	Czechia	9	1	1540	346	7	1
Kateřina Jacques	Kateřina Bursíková Jacques	51832713011	Facebook	u	unknown	CZ	Czechia	4	1	1401	280	5	1
Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	u	unknown	CZ	Czechia	3	1	1380	638	8	2
Radka Trylčová do Evropského parlamentu	ODS - Občanská demokratická strana	388570561882834	Facebook	u	unknown	CZ	Czechia	55	1	1234	309	4	1
Vlastibor Čermák, kandidát SPD do EP 2019	Cermak Vlastibor	435237393688140	Facebook	u	unknown	CZ	Czechia	5	1	1212	242	4	1
Volime-Hynka-007	ODS - Občanská demokratická strana	339021716804527	Facebook	u	unknown	CZ	Czechia	11	1	1131	241	5	1
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	u	unknown	CZ	Czechia	6	1	1126	244	5	1
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	u	unknown	CZ	Czechia	7	1	1097	221	5	1
Jindřich Vobořil - kandidát do europarlamentu	ODS - Občanská demokratická strana	751475201891213	Facebook	u	unknown	CZ	Czechia	8	1	1066	231	4	0
Josef Valihrach - kandidát do Evropského parlamentu	Soukromníci  - Strana soukromníků České republiky	1055203891355904	Facebook	u	unknown	CZ	Czechia	11	1	1062	248	1	0
Organizace pro pomoc uprchlíkům, z.s.	Organizace pro pomoc uprchlíkům, z.s.	188235971211201	Facebook	u	unknown	CZ	Czechia	4	1	1034	206	2	0
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	u	unknown	CZ	Czechia	14	1	1015	270	6	1
KDU-ČSL	KDU-ČSL	251656685576	Facebook	u	unknown	CZ	Czechia	8	1	990	261	4	1
Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	u	unknown	CZ	Czechia	4	1	947	205	4	0
Juraj Seman kandidát do Evropského parlamentu	Seman Juraj	447733512640347	Facebook	u	unknown	CZ	Czechia	10	1	897	209	3	0
Česká společnost ornitologická	Česká společnost ornitologická	479746075051	Facebook	u	unknown	CZ	Czechia	1	1	879	439	17	3
Roman Kriz	Kriz Roman	382745889213194	Facebook	u	unknown	CZ	Czechia	10	1	867	193	5	1
Tomáš Hanuš	Kricfalusi Jiri	298486534052289	Facebook	u	unknown	CZ	Czechia	11	1	853	210	2	0
Díky EU	MACH Jiří	404468833684516	Facebook	u	unknown	CZ	Czechia	4	1	849	223	6	1
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	u	unknown	CZ	Czechia	20	1	766	154	3	0
Tomáš Zdechovský	KDU-ČSL	275042429350706	Facebook	u	unknown	CZ	Czechia	3	1	729	145	2	0
Alexandr Vondra	ODS - Občanská demokratická strana	317802208282505	Facebook	u	unknown	CZ	Czechia	2	1	722	144	5	1
YOU.and.EU	Nordstrom Laura Helena	250361215678222	Facebook	u	unknown	CZ	Czechia	5	1	678	169	2	0
Filip Smoljak		559924231130371	Facebook	u	unknown	CZ	Czechia	1	1	659	131	2	0
TOPAZ	Polkova Marketa	541077242579260	Facebook	u	unknown	CZ	Czechia	3	1	649	145	3	0
Veronika Vrecionová	ODS - Občanská demokratická strana	273367223021327	Facebook	u	unknown	CZ	Czechia	6	1	604	151	3	0
Fórum 50 %	Fórum 50 %	136248513192	Facebook	u	unknown	CZ	Czechia	2	1	595	119	2	0
Evžen Tošenovský	Kasik Martin	233045260129148	Facebook	u	unknown	CZ	Czechia	3	1	550	220	1	0
Míša Tejmlová	Tejmlová Michaela	170261140345723	Facebook	u	unknown	CZ	Czechia	5	1	500	120	2	0
Luděk Niedermayer	TOP 09	1395881230682843	Facebook	u	unknown	CZ	Czechia	3	1	461	139	1	0
Kateřina Konečná	Konecna Katerina	119624098506	Facebook	u	unknown	CZ	Czechia	5	1	439	102	3	0
Kryštof Čižinský	TOP 09	589772668175086	Facebook	u	unknown	CZ	Czechia	1	1	408	204	0	0
Liberálně ekologická strana		477871765643301	Facebook	u	unknown	CZ	Czechia	1	1	394	78	1	0
Alexander Bellu	ODS - Občanská demokratická strana	527708290604742	Facebook	u	unknown	CZ	Czechia	2	1	392	78	1	0
Piráti České Budějovice	Hansal Jaroslav	153535188480725	Facebook	u	unknown	CZ	Czechia	3	1	360	81	1	0
Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	u	unknown	CZ	Czechia	23	1	355	63	0	0
Tomáš Lázna	Lazna Tomas	260234168098745	Facebook	u	unknown	CZ	Czechia	4	1	332	94	0	0
