spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	BG	Bulgaria	European Parliament		178362315106	Facebook	50	1	4649379	2133643	8444	2064
0_1k	0 - 1k	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	35	1	2581101	959146	5830	744
0_1k	0 - 1k	BG	Bulgaria	Kialo		729627343834501	Facebook	255	1	1996474	755909	9985	2392
0_1k	0 - 1k	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	56	1	1410413	502773	5022	150
0_1k	0 - 1k	BG	Bulgaria	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	49	1	921565	421284	1517	475
0_1k	0 - 1k	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	51	1	878836	355336	2653	601
0_1k	0 - 1k	BG	Bulgaria	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	24	1	815255	306809	1694	178
0_1k	0 - 1k	BG	Bulgaria	Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	10	1	750326	265858	1463	392
0_1k	0 - 1k	BG	Bulgaria	Стефан Тафров	Стефан Тафров	233810563693016	Facebook	39	1	719560	174198	3528	0
0_1k	0 - 1k	BG	Bulgaria	Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	24	1	700502	138905	2325	0
0_1k	0 - 1k	BG	Bulgaria	Път на младите	Път на младите	2051476654950711	Facebook	16	1	681026	233474	2448	261
0_1k	0 - 1k	BG	Bulgaria	Крум Дончев/Krum Donchev		155516354469476	Facebook	8	1	679340	324705	556	0
0_1k	0 - 1k	BG	Bulgaria	Valeri Simeonov		1967166133516609	Facebook	22	1	611124	142367	2124	0
0_1k	0 - 1k	BG	Bulgaria	Volen Siderov		48268614826	Facebook	22	1	548609	119952	1714	0
0_1k	0 - 1k	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	6	1	514774	231379	1073	154
0_1k	0 - 1k	BG	Bulgaria	ПП ГЕРБ - София		336639303182606	Facebook	1	1	499999	200000	444	89
0_1k	0 - 1k	BG	Bulgaria	България на Труда и Разума - БТР		709384432421964	Facebook	9	1	494598	154547	1015	78
0_1k	0 - 1k	BG	Bulgaria	European Greens	European Greens	141366725876424	Facebook	6	1	375308	166990	874	254
0_1k	0 - 1k	BG	Bulgaria	Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	13	1	375188	78040	1210	0
0_1k	0 - 1k	BG	Bulgaria	Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	17	1	353227	85321	1476	0
0_1k	0 - 1k	BG	Bulgaria	За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	24	1	291069	65701	2092	0
0_1k	0 - 1k	BG	Bulgaria	Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	9	1	237099	73613	699	0
0_1k	0 - 1k	BG	Bulgaria	Greens/EFA in the European Parliament		150527751674751	Facebook	13	1	198699	79642	309	49
0_1k	0 - 1k	BG	Bulgaria	European Commission		107898832590939	Facebook	2	1	182193	91097	234	91
0_1k	0 - 1k	BG	Bulgaria	Радан Кънев	Радан Кънев	1461853244069926	Facebook	8	1	174831	43236	707	0
