country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	0_50	0 - 50	1681	435	17196645	4562830	68701	59
CY	Cyprus	50_100	50 - 100	1673	412	183826	57830	495	24
CY	Cyprus	100_1k	100 - 1k	377	158	5624010	2509751	20460	5699
CY	Cyprus	1k_5k	1k - 5k	37	27	3013384	1454132	21513	4327
CY	Cyprus	5k_10k	5k - 10k	2	2	375	187	3	1
