impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	SE	Sweden	1043	249	1033994	0	17888	2009
1k_5k	1k - 5k	SE	Sweden	1308	320	6433837	1287024	99923	27983
5k_10k	5k - 10k	SE	Sweden	484	188	4600291	2300375	119798	28578
10k_50k	10k - 50k	SE	Sweden	735	174	34159001	6831936	344268	91314
50k_100k	50k - 100k	SE	Sweden	166	49	15008313	7504231	232612	66594
100k_200k	100k - 200k	SE	Sweden	77	32	13210570	6605318	217711	47778
200k_500k	200k - 500k	SE	Sweden	52	19	18535842	7414352	175423	41499
500k_1m	500k - 1m	SE	Sweden	27	8	16044024	8022020	128101	51295
