advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Operation Smile Sverige	Operation Smile Sverige	161213770567846	Facebook	0_1k	0 - 1k	SE	Sweden	95	1	94905	0	1093	55
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	0_1k	0 - 1k	SE	Sweden	76	1	75924	0	2067	342
Rädda Barnen	Rädda Barnen	72659261793	Facebook	0_1k	0 - 1k	SE	Sweden	51	1	50949	0	541	18
Vänsterpartiet	Vänsterpartiet	323156205347	Facebook	0_1k	0 - 1k	SE	Sweden	40	1	39960	0	366	0
Liberalerna Botkyrka	Emerse	529270410491237	Facebook	0_1k	0 - 1k	SE	Sweden	35	1	34964	0	320	0
Liberalerna Norrmalm	Tufvesson Elsa Christina	173275532684116	Facebook	0_1k	0 - 1k	SE	Sweden	28	1	27972	0	367	27
Socialdemokraterna i Uppsala	Socialdemokraterna i Uppsala	174949672555149	Facebook	0_1k	0 - 1k	SE	Sweden	23	1	22977	0	359	37
Islamic Relief Sverige	Islamic Relief Sverige	121702404531696	Facebook	0_1k	0 - 1k	SE	Sweden	21	1	20979	0	192	0
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	0_1k	0 - 1k	SE	Sweden	15	1	14985	0	137	0
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	0_1k	0 - 1k	SE	Sweden	14	1	13985	0	128	0
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	0_1k	0 - 1k	SE	Sweden	13	1	12987	0	267	37
Magnus Kolsjö	Magnus Kolsjö	46378622086	Facebook	0_1k	0 - 1k	SE	Sweden	12	1	11988	0	184	18
Moderaterna	Moderaterna	7719591155	Facebook	0_1k	0 - 1k	SE	Sweden	12	1	11987	0	221	27
SSU	SSU	45101268520	Facebook	0_1k	0 - 1k	SE	Sweden	11	1	10989	0	174	18
Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	0_1k	0 - 1k	SE	Sweden	11	1	10989	0	137	9
Kristdemokraterna i Sollentuna	Nyman Lars Thomas	242233339297081	Facebook	0_1k	0 - 1k	SE	Sweden	11	1	10989	0	137	9
Moderaterna i Håbo	Erling Björn Karl Gustaf	256926791030140	Facebook	0_1k	0 - 1k	SE	Sweden	11	1	10988	0	100	0
Miljöpartiet de gröna Gävle	Johansson Evelina Sofia	127624557250669	Facebook	0_1k	0 - 1k	SE	Sweden	10	1	9990	0	91	0
Kristdemokraterna Täby	Kristdemokraterna Täby	500140550093378	Facebook	0_1k	0 - 1k	SE	Sweden	10	1	9990	0	239	37
Liberala Studenter	Heimbrand Christoffer	118645251482192	Facebook	0_1k	0 - 1k	SE	Sweden	10	1	9990	0	91	0
Miljöpartiet de gröna i Malmö	Miljöpartiet de gröna i Malmö	1506025182942351	Facebook	0_1k	0 - 1k	SE	Sweden	9	1	8991	0	193	27
Socialdemokraterna på Linje 17	Socialdemokraterna på Linje 17 	174527259250554	Facebook	0_1k	0 - 1k	SE	Sweden	9	1	8991	0	82	0
Socialdemokraterna Solna	Socialdemokraterna i Solna	286987014656068	Facebook	0_1k	0 - 1k	SE	Sweden	9	1	8991	0	230	37
Miljöpartiet de gröna i Örebro län	Miljöpartiet de gröna i Örebro län	518485684936538	Facebook	0_1k	0 - 1k	SE	Sweden	8	1	7992	0	73	0
Tomas Tobé	Moderaterna	1829725353928210	Facebook	0_1k	0 - 1k	SE	Sweden	7	1	6993	0	249	46
