country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LT	Lithuania	m18_24	male (18-24)	2128	559	5189173	1951498	20328	3068
LT	Lithuania	m25_34	male (25-34)	2404	620	4905130	1776786	20259	2880
LT	Lithuania	f18_24	female (18-24)	2239	563	4645645	1806088	17548	2604
LT	Lithuania	f45_54	female (45-54)	2469	586	4256464	1634094	14825	1906
LT	Lithuania	f35_44	female (35-44)	2551	611	4175218	1639414	14422	2175
LT	Lithuania	m35_44	male (35-44)	2398	605	3669144	1414457	12991	1956
LT	Lithuania	f55_64	female (55-64)	1857	544	3634406	1309736	13525	1129
LT	Lithuania	f25_34	female (25-34)	2552	625	3418607	1267114	14927	2066
LT	Lithuania	m45_54	male (45-54)	2305	573	2327047	865552	8596	1073
LT	Lithuania	f65_	female (65+)	1629	482	1662666	575516	7114	506
LT	Lithuania	m55_64	male (55-64)	1742	534	1189850	416534	4296	344
LT	Lithuania	m65_	male (65+)	1547	475	544179	190154	2189	165
LT	Lithuania	f13_17	female (13-17)	254	95	147629	60727	395	45
LT	Lithuania	m13_17	male (13-17)	236	89	133222	53095	454	60
LT	Lithuania	u35_44	unknown (35-44)	2105	534	51616	19054	216	30
LT	Lithuania	u25_34	unknown (25-34)	2013	529	32708	11651	155	22
LT	Lithuania	u45_54	unknown (45-54)	1830	487	13822	4986	64	8
LT	Lithuania	u18_24	unknown (18-24)	1545	424	10359	3850	50	7
LT	Lithuania	u55_64	unknown (55-64)	1244	431	6132	2120	24	1
LT	Lithuania	u65_	unknown (65+)	1113	386	4600	1657	17	1
LT	Lithuania	u13_17	unknown (13-17)	165	71	310	126	1	0
