advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Socialista Europeo		442423976113917	Facebook	d129	2019-05-09	ES	Spain	4	1	599992	299998	395	0
Jorge Azcón	Partido Popular Ayuntamiento de Zaragoza	1005758609559650	Facebook	d129	2019-05-09	ES	Spain	105	1	561895	112000	10395	0
Greenpeace España	Greenpeace España	133044800622	Facebook	d129	2019-05-09	ES	Spain	2	1	509997	204999	5097	999
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	d129	2019-05-09	ES	Spain	9	1	445202	197425	748	228
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	d129	2019-05-09	ES	Spain	15	1	428663	198333	2407	645
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	d129	2019-05-09	ES	Spain	2161	1	321140	42622	20322	0
European Greens		141366725876424	Facebook	d129	2019-05-09	ES	Spain	3	1	156204	62626	983	239
MÉS per Mallorca	MÉS per Mallorca	183718528322316	Facebook	d129	2019-05-09	ES	Spain	8	1	121385	24611	1088	200
Compromís	Compromís	194053080624605	Facebook	d129	2019-05-09	ES	Spain	6	1	104165	38690	372	61
Dídac Nadal Abad	Partit Demòcrata Europeu Català	876740939186071	Facebook	d129	2019-05-09	ES	Spain	13	1	102130	41428	1202	0
Fernando Clavijo	Coalición Canaria	234189353400425	Facebook	d129	2019-05-09	ES	Spain	14	1	99283	38285	255	14
Amaya Fernández	PP	486996548359961	Facebook	d129	2019-05-09	ES	Spain	29	1	96349	24091	324	9
Sandra Gómez	PSOE	228752914179024	Facebook	d129	2019-05-09	ES	Spain	3	1	83332	36666	498	99
Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	d129	2019-05-09	ES	Spain	11	1	74429	20365	673	114
Paco de la Torre	Paco de la Torre	121766447903661	Facebook	d129	2019-05-09	ES	Spain	1	1	71428	28571	71	14
Colores Contra la Violencia		491948314339036	Facebook	d129	2019-05-09	ES	Spain	2	1	68666	34333	186	33
Comisión Europea en España	Comisión Europea en España	179666655404875	Facebook	d129	2019-05-09	ES	Spain	2	1	68332	33666	199	33
Podemos Aragón	Podemos Equo	570770963015441	Facebook	d129	2019-05-09	ES	Spain	1	1	45454	18181	90	45
PSOE	PSOE	189318235003	Facebook	d129	2019-05-09	ES	Spain	6	1	41076	18752	128	35
Dani Pérez		573508279661673	Facebook	d129	2019-05-09	ES	Spain	2	1	34537	17269	172	34
Xavier Amate, Junts per Castelldefels	Partit Demòcrata	1375311502799544	Facebook	d129	2019-05-09	ES	Spain	6	1	29994	6000	594	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	d129	2019-05-09	ES	Spain	1	1	29193	14596	14	0
Izquierda Unida de Castilla y León	Izquierda Unida de Castilla y León	315922371074	Facebook	d129	2019-05-09	ES	Spain	3	1	24284	12142	170	14
European Free Alliance	European Free Alliance	46708306425	Facebook	d129	2019-05-09	ES	Spain	1	1	24042	12021	23	0
VOX España	Vox	467127060059387	Facebook	d129	2019-05-09	ES	Spain	1	1	19999	10000	49	10
