impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
1k_5k	1k - 5k	Ciudadanos	Ciudadanos	74078667754	Facebook	2088	1	10437912	2088000	206712	0
1k_5k	1k - 5k	Britain's Future	Britain's Future	1625300137516491	Facebook	1684	1	8418316	1684000	208196	3818
1k_5k	1k - 5k	SPD	SPD	47930567748	Facebook	1454	1	7268546	1454000	144346	100
1k_5k	1k - 5k	Partido Popular	Partido Popular	72249031214	Facebook	1267	1	6333733	1267000	125433	0
1k_5k	1k - 5k	COALICION CANARIA		AR489541609348661248	Google	3616	1	6318688	0	31593	0
1k_5k	1k - 5k	CDU	CDU	78502295414	Facebook	1240	1	6198760	1240000	123560	200
1k_5k	1k - 5k	People's Vote UK	People's Vote	748608695327755	Facebook	1154	1	5768846	1154000	145164	3240
1k_5k	1k - 5k	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	628	1	3139372	628000	72870	231
1k_5k	1k - 5k	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	597	1	2984403	597000	68393	0
1k_5k	1k - 5k	KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1420	1	2481343	0	12406	0
1k_5k	1k - 5k	European Parliament		178362315106	Facebook	397	1	1984603	397000	39303	0
1k_5k	1k - 5k	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	386	1	1929614	386000	38614	100
1k_5k	1k - 5k	ČSSD	ČSSD	111041662264882	Facebook	382	1	1909618	382000	9265	2537
1k_5k	1k - 5k	Conservatives	The Conservative Party	8807334278	Facebook	373	1	1864627	373000	44583	462
1k_5k	1k - 5k	FDP	FDP	21289227249	Facebook	318	1	1589682	318000	31482	0
1k_5k	1k - 5k	Roberta Metsola		406824526101449	Facebook	290	1	1449710	290000	28710	0
1k_5k	1k - 5k	mmb media agentur d.o.o.		AR524572049809604608	Google	730	1	1275620	0	6378	0
1k_5k	1k - 5k	Best For Britain	Best for Britain	1863944713844924	Facebook	227	1	1134773	227000	26468	115
1k_5k	1k - 5k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	628	1	1097382	0	5486	0
1k_5k	1k - 5k	Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	216	1	1079784	216000	21384	0
1k_5k	1k - 5k	HLAS		AR312619193323225088	Google	559	1	976810	0	5984	122
1k_5k	1k - 5k	Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	188	1	939812	188000	18612	0
1k_5k	1k - 5k	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	183	1	914817	183000	18117	0
1k_5k	1k - 5k	SPÖ	SPÖ	77393060080	Facebook	181	1	904819	181000	17919	0
1k_5k	1k - 5k	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	178	1	889822	178000	17622	0
