impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
2m_10m	2m - 10m	Future Innovation SRL		AR474748779908562944	Google	17	1	69939375	6993937	209818	3496
2m_10m	2m - 10m	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	14	1	57597132	5759713	172791	2879
2m_10m	2m - 10m	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	11	1	45254889	4525488	135764	2262
2m_10m	2m - 10m	AMERISOFT SRL		AR573801583431647232	Google	11	1	45254889	4525488	2262	226
2m_10m	2m - 10m	Freiheitliche Partei Österreich		AR333020356698701824	Google	5	1	20570404	2057040	74053	13165
2m_10m	2m - 10m	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	3	1	12342242	1234224	37026	617
2m_10m	2m - 10m	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	3	1	12342242	1234224	37026	617
2m_10m	2m - 10m	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	2	1	8228161	822816	411	41
2m_10m	2m - 10m	Partido Animalista PACMA		AR145115193901318144	Google	2	1	8228161	822816	12547	226
2m_10m	2m - 10m	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	2	1	8228161	822816	24684	411
2m_10m	2m - 10m	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	1	1	4114080	411408	205	20
2m_10m	2m - 10m	Suomen Keskusta r.p.		AR441112520191639552	Google	1	1	4114080	411408	12342	205
2m_10m	2m - 10m	Alternativet		AR198061076825243648	Google	1	1	4114080	411408	205	20
2m_10m	2m - 10m	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	1	1	4114080	411408	12342	205
2m_10m	2m - 10m	Arnora Oy		AR181544213152792576	Google	1	1	4114080	411408	205	20
