region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
drenthe	Drenthe	NL	Netherlands	53	19	3420	1326	18	2
flevoland	Flevoland	NL	Netherlands	54	18	5035	1131	32	0
friesland	Friesland	NL	Netherlands	56	20	5894	1783	125	3
gelderland	Gelderland	NL	Netherlands	60	20	38404	12965	212	22
groningen	Groningen	NL	Netherlands	51	18	4022	1551	24	2
limburg	Limburg	NL	Netherlands	69	27	24046	6706	366	7
noord_holland	Noord-Holland	NL	Netherlands	72	24	115328	30012	1463	140
north_brabant	North Brabant	NL	Netherlands	77	32	34734	14241	246	31
overijssel	Overijssel	NL	Netherlands	59	19	19492	5924	194	8
utrecht	Utrecht	NL	Netherlands	62	22	13623	3346	257	5
zeeland	Zeeland	NL	Netherlands	62	26	7151	1660	108	0
zuid_holland	Zuid-Holland	NL	Netherlands	68	27	105138	35019	1315	72
