day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	SE	Sweden	1565	286	4377283	1348231	39131	9525
d132	2019-05-12	SE	Sweden	1701	320	5183481	1559396	46724	11585
d131	2019-05-11	SE	Sweden	1716	325	4894265	1526112	45333	11533
d130	2019-05-10	SE	Sweden	1766	321	6147348	1999855	60856	14672
d129	2019-05-09	SE	Sweden	1661	296	5914446	1932685	60589	17306
d128	2019-05-08	SE	Sweden	1505	275	4878767	1606031	49041	11152
d127	2019-05-07	SE	Sweden	1400	248	3593037	1122477	30354	7146
d126	2019-05-06	SE	Sweden	1277	248	3018993	925268	24110	5873
d125	2019-05-05	SE	Sweden	1212	247	3373341	1122498	26417	6274
d124	2019-05-04	SE	Sweden	1156	246	3238665	1074940	25037	5912
d123	2019-05-03	SE	Sweden	1224	258	3876868	1310942	26425	6654
d122	2019-05-02	SE	Sweden	1000	246	2027013	697460	15112	3653
d121	2019-05-01	SE	Sweden	882	252	1458261	460348	12210	3200
d120	2019-04-30	SE	Sweden	1106	273	1769652	560794	14469	3733
d119	2019-04-29	SE	Sweden	1115	261	1702708	536358	13664	3574
d118	2019-04-28	SE	Sweden	1009	249	1279756	440776	10804	2917
d117	2019-04-27	SE	Sweden	979	241	1125534	385389	9501	2447
d116	2019-04-26	SE	Sweden	1044	253	1202357	397784	9784	2457
d115	2019-04-25	SE	Sweden	936	253	847119	283111	7913	1965
d114	2019-04-24	SE	Sweden	862	239	692896	228560	5919	1520
d113	2019-04-23	SE	Sweden	874	247	1027064	361310	6856	1674
d112	2019-04-22	SE	Sweden	839	241	604344	216083	4545	1217
d111	2019-04-21	SE	Sweden	877	252	840550	302135	6328	1732
d110	2019-04-20	SE	Sweden	880	263	967284	355940	6909	1942
d109	2019-04-19	SE	Sweden	910	274	859643	304926	5904	1538
d108	2019-04-18	SE	Sweden	927	287	826137	289287	5679	1481
d107	2019-04-17	SE	Sweden	939	307	832020	294357	5897	1515
d106	2019-04-16	SE	Sweden	1001	326	863790	286721	7215	1804
d105	2019-04-15	SE	Sweden	1094	357	2643681	1007243	15117	4408
d104	2019-04-14	SE	Sweden	1127	375	1211112	409431	9708	2445
d103	2019-04-13	SE	Sweden	1145	389	1235264	410193	9824	2453
d102	2019-04-12	SE	Sweden	1260	415	1674298	568562	13876	3202
d101	2019-04-11	SE	Sweden	1159	419	1612260	609466	14781	3591
d100	2019-04-10	SE	Sweden	1079	408	1635936	606647	15091	3781
d099	2019-04-09	SE	Sweden	1077	402	1515027	546795	14415	3472
d098	2019-04-08	SE	Sweden	1101	394	2187546	768906	20309	4504
d097	2019-04-07	SE	Sweden	1004	370	1107888	368568	8175	2028
d096	2019-04-06	SE	Sweden	995	371	998944	321262	7811	1965
d095	2019-04-05	SE	Sweden	1061	385	1340807	405078	12124	2849
d094	2019-04-04	SE	Sweden	924	362	1166273	356979	11014	2492
d093	2019-04-03	SE	Sweden	876	340	1616172	583131	14623	3310
d092	2019-04-02	SE	Sweden	794	318	864628	301662	7791	1853
d091	2019-04-01	SE	Sweden	751	293	1545880	582715	21908	4716
d090	2019-03-31	SE	Sweden	864	293	1339640	483185	12115	3112
d089	2019-03-30	SE	Sweden	852	291	1380469	488511	12319	3175
d088	2019-03-29	SE	Sweden	903	308	1650490	577361	15087	4053
d087	2019-03-28	SE	Sweden	857	281	1354958	513177	12974	3517
d086	2019-03-27	SE	Sweden	830	266	1411283	499876	12019	3103
d085	2019-03-26	SE	Sweden	754	232	1014347	372724	9183	2308
d084	2019-03-25	SE	Sweden	764	226	1027943	372969	9282	2336
d083	2019-03-24	SE	Sweden	746	231	1021053	384060	9191	2484
d082	2019-03-23	SE	Sweden	750	233	1029490	391002	9104	2468
d081	2019-03-22	SE	Sweden	777	248	1135040	422199	9805	2458
d080	2019-03-21	SE	Sweden	748	245	1187796	419504	10100	2492
d079	2019-03-20	SE	Sweden	689	219	928763	360391	8268	2110
d078	2019-03-19	SE	Sweden	720	222	1058078	374304	9032	2190
d077	2019-03-18	SE	Sweden	690	220	1161316	410843	9937	2489
d076	2019-03-17	SE	Sweden	614	208	989086	369932	8300	2115
d075	2019-03-16	SE	Sweden	622	219	982575	367909	8624	2177
d074	2019-03-15	SE	Sweden	668	233	2164319	751084	18502	4526
d073	2019-03-14	SE	Sweden	620	218	1407589	502697	11961	2951
d072	2019-03-13	SE	Sweden	590	219	1096490	412697	9892	2450
d071	2019-03-12	SE	Sweden	581	224	1220025	417301	10483	2519
d070	2019-03-11	SE	Sweden	560	213	1439544	525840	14385	3370
d069	2019-03-10	SE	Sweden	534	222	1042404	383050	8498	2122
d068	2019-03-09	SE	Sweden	637	275	1483251	476658	12006	2873
d067	2019-03-08	SE	Sweden	669	287	2596893	882632	20932	5261
d066	2019-03-07	SE	Sweden	499	185	1198383	470598	9363	2511
d065	2019-03-06	SE	Sweden	500	159	871791	313533	8241	2006
d064	2019-03-05	SE	Sweden	482	153	1040163	393300	6989	1771
d063	2019-03-04	SE	Sweden	571	143	1127620	434394	8523	1721
d062	2019-03-03	SE	Sweden	324	131	649044	234064	2243	518
d061	2019-03-02	SE	Sweden	316	122	730858	242110	4024	885
d060	2019-03-01	SE	Sweden	312	119	654365	223049	2117	524
d059	2019-02-28	SE	Sweden	254	91	839378	306236	4723	1550
d058	2019-02-27	SE	Sweden	255	76	1457899	470268	4943	1034
d057	2019-02-26	SE	Sweden	215	71	514440	194970	1483	384
d056	2019-02-25	SE	Sweden	185	65	949459	373018	5544	1120
d055	2019-02-24	SE	Sweden	160	56	406350	164271	789	161
d054	2019-02-23	SE	Sweden	161	57	416424	169287	841	171
d053	2019-02-22	SE	Sweden	157	59	329203	114061	1472	346
d052	2019-02-21	SE	Sweden	190	67	499494	150982	2278	600
d051	2019-02-20	SE	Sweden	160	60	311406	109041	1557	357
d050	2019-02-19	SE	Sweden	158	60	453324	197045	1372	343
d049	2019-02-18	SE	Sweden	161	62	337227	144063	1811	663
d048	2019-02-17	SE	Sweden	153	57	89707	29126	514	106
d047	2019-02-16	SE	Sweden	160	58	192191	60874	1185	241
d046	2019-02-15	SE	Sweden	166	59	325107	75050	2587	529
d045	2019-02-14	SE	Sweden	150	58	116919	35068	686	162
d044	2019-02-13	SE	Sweden	158	57	129145	34764	1006	137
d043	2019-02-12	SE	Sweden	146	56	219944	57517	1774	326
d042	2019-02-11	SE	Sweden	138	51	106619	33014	519	101
d041	2019-02-10	SE	Sweden	124	46	97981	30548	419	83
d040	2019-02-09	SE	Sweden	124	48	126261	32597	860	170
d039	2019-02-08	SE	Sweden	131	47	518074	182236	3157	742
d038	2019-02-07	SE	Sweden	134	46	269908	70816	1646	423
d037	2019-02-06	SE	Sweden	138	48	373266	92518	4178	844
d036	2019-02-05	SE	Sweden	116	40	122172	33717	1810	644
d035	2019-02-04	SE	Sweden	112	39	52640	17000	368	82
d034	2019-02-03	SE	Sweden	107	36	133698	59547	1176	522
d033	2019-02-02	SE	Sweden	107	37	49937	14761	287	60
