region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
carlow	Carlow	IE	Ireland	1964	544	100201	25994	710	13
cavan	Cavan	IE	Ireland	2115	551	369574	156051	3058	649
county_clare	County Clare	IE	Ireland	2215	578	339100	80953	2019	122
county_cork	County Cork	IE	Ireland	3074	779	1488393	511611	13208	1249
county_laois	County Laois	IE	Ireland	1930	541	127053	31007	1497	11
county_leitrim	County Leitrim	IE	Ireland	1703	453	21300	8398	190	7
county_longford	County Longford	IE	Ireland	1705	473	24619	6331	389	14
county_louth	County Louth	IE	Ireland	2565	642	415976	117003	2999	259
county_mayo	County Mayo	IE	Ireland	2372	581	405497	132544	4891	788
county_meath	County Meath	IE	Ireland	2517	636	295111	81231	1987	118
county_monaghan	County Monaghan	IE	Ireland	1928	509	138650	52592	2230	390
county_offaly	County Offaly	IE	Ireland	1853	516	74526	24883	879	12
county_tipperary	County Tipperary	IE	Ireland	2339	624	254323	73364	1363	52
county_westmeath	County Westmeath	IE	Ireland	2285	581	194365	50199	1765	258
donegal	Donegal	IE	Ireland	2464	630	1198676	372820	9937	1295
dublin	Dublin	IE	Ireland	3998	1017	9646461	3437046	65542	7091
galway	Galway	IE	Ireland	2950	716	2015000	639025	16418	2162
kerry	Kerry	IE	Ireland	2243	593	747858	280096	6793	1083
kildare	Kildare	IE	Ireland	2650	673	457957	125495	3437	139
kilkenny	Kilkenny	IE	Ireland	2102	545	344226	86312	1869	14
limerick	Limerick	IE	Ireland	2560	689	528149	158746	3981	193
roscommon	Roscommon	IE	Ireland	1776	484	28670	10721	265	19
sligo	Sligo	IE	Ireland	2120	530	352510	84621	6264	376
waterford	Waterford	IE	Ireland	2358	622	271686	74531	1855	53
wexford	Wexford	IE	Ireland	2335	623	325734	115782	2702	333
wicklow	Wicklow	IE	Ireland	2380	628	287042	73096	1866	131
