advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	female	LT	Lithuania	58	1	4837850	2095620	21573	5199
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	f	female	LT	Lithuania	50	1	4378788	1954320	6674	1317
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	f	female	LT	Lithuania	44	1	3621002	1568880	5830	898
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	f	female	LT	Lithuania	83	1	2270810	793520	6559	512
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	f	female	LT	Lithuania	99	1	1565275	400427	6355	200
Už Ingridą		2214495192154107	Facebook	f	female	LT	Lithuania	157	1	1131301	277310	14540	107
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	f	female	LT	Lithuania	24	1	1091120	437450	3672	888
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	f	female	LT	Lithuania	38	1	911213	342222	3188	240
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	f	female	LT	Lithuania	50	1	596137	129196	2842	135
Darbo partija	Darbo partija	264116120225	Facebook	f	female	LT	Lithuania	21	1	479367	157047	1695	154
Liberalai	Liberalai	81004804444	Facebook	f	female	LT	Lithuania	92	1	473021	127877	5167	41
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	f	female	LT	Lithuania	20	1	375671	136355	1603	125
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	f	female	LT	Lithuania	5	1	345973	172987	871	172
Tomas Tomilinas - naujienos		530620843630609	Facebook	f	female	LT	Lithuania	18	1	312536	114980	1337	59
Algimantas    Matulevičius		264954716868937	Facebook	f	female	LT	Lithuania	51	1	309770	73677	2831	0
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	f	female	LT	Lithuania	4	1	309521	120550	708	234
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	f	female	LT	Lithuania	12	1	305084	73811	1420	174
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	f	female	LT	Lithuania	18	1	271839	60049	1013	0
Kialo		729627343834501	Facebook	f	female	LT	Lithuania	362	1	271037	109988	1734	406
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	female	LT	Lithuania	41	1	270343	70840	758	18
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	f	female	LT	Lithuania	48	1	266445	68781	3528	0
Aušra Maldeikienė		1650670061877646	Facebook	f	female	LT	Lithuania	13	1	215999	66714	1480	186
Bronis Ropė		216419471860983	Facebook	f	female	LT	Lithuania	10	1	206713	41157	589	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	f	female	LT	Lithuania	10	1	198189	58913	1120	132
European Commission		107898832590939	Facebook	f	female	LT	Lithuania	13	1	192263	85347	639	79
