country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LV	Latvia	d132	2019-05-12	181	53	690365	218691	3700	182
LV	Latvia	d131	2019-05-11	207	54	720808	228624	3510	182
LV	Latvia	d130	2019-05-10	195	55	699691	228562	3024	215
LV	Latvia	d129	2019-05-09	180	54	533018	185538	2347	181
LV	Latvia	d128	2019-05-08	163	56	370434	133778	1688	155
LV	Latvia	d127	2019-05-07	165	55	858791	356170	3756	527
LV	Latvia	d126	2019-05-06	159	51	815366	332361	3442	477
LV	Latvia	d125	2019-05-05	168	56	481045	177362	2396	146
LV	Latvia	d124	2019-05-04	174	57	822360	321253	4125	638
LV	Latvia	d123	2019-05-03	178	64	708283	255125	3617	564
LV	Latvia	d122	2019-05-02	169	68	737340	262656	3800	635
LV	Latvia	d121	2019-05-01	161	65	682608	247279	3734	636
LV	Latvia	d120	2019-04-30	186	68	701576	249851	3609	641
LV	Latvia	d119	2019-04-29	206	65	692151	247465	3504	629
LV	Latvia	d118	2019-04-28	183	60	314933	98801	1226	144
LV	Latvia	d117	2019-04-27	186	65	349739	108833	1698	247
LV	Latvia	d116	2019-04-26	224	71	416128	121805	2023	289
LV	Latvia	d115	2019-04-25	198	72	372262	107904	1729	216
LV	Latvia	d114	2019-04-24	176	72	206694	71092	978	139
LV	Latvia	d113	2019-04-23	198	69	166859	65807	742	123
LV	Latvia	d112	2019-04-22	160	66	49101	13669	206	23
LV	Latvia	d111	2019-04-21	178	68	56972	16544	230	30
LV	Latvia	d110	2019-04-20	199	75	98007	23893	691	26
LV	Latvia	d109	2019-04-19	213	79	126682	31379	876	65
LV	Latvia	d108	2019-04-18	209	81	146409	38502	865	54
LV	Latvia	d107	2019-04-17	208	84	134777	36067	896	63
LV	Latvia	d106	2019-04-16	230	85	88023	26804	675	33
LV	Latvia	d105	2019-04-15	270	93	165342	60129	981	84
LV	Latvia	d104	2019-04-14	249	99	161450	62302	660	89
LV	Latvia	d103	2019-04-13	262	104	219633	80383	787	71
