country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FI	Finland	uusimaa	Uusimaa	4227	867	12536947	3831247	167331	21629
FI	Finland	southwest_finland	Southwest Finland	3383	669	1812208	518989	35031	2525
FI	Finland	pirkanmaa	Pirkanmaa	2790	584	1617154	457917	24612	2410
FI	Finland	northern_ostrobothnia	Northern Ostrobothnia	2471	492	1439589	425163	17842	1515
FI	Finland	ostrobothnia_region	Ostrobothnia (region)	2486	500	1071132	266169	16058	598
FI	Finland	central_finland	Central Finland	2400	478	671593	160032	11065	785
FI	Finland	lapland_finland	Lapland (Finland)	2253	471	621277	154770	9617	509
FI	Finland	satakunta	Satakunta	2178	453	449430	113007	7542	474
FI	Finland	paijat_hame	Päijät-Häme	2205	466	373300	87432	4497	369
FI	Finland	pohjois_savo	Pohjois-Savo	2194	443	332222	92718	5568	333
