region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
central_finland	Central Finland	FI	Finland	55	34	1183	265	24	1
central_ostrobothnia	Central Ostrobothnia	FI	Finland	45	30	979	201	9	0
etela_savo	Etelä-Savo	FI	Finland	49	31	1575	222	66	1
kainuu	Kainuu	FI	Finland	36	26	1293	259	25	0
kymenlaakso	Kymenlaakso	FI	Finland	43	27	958	221	15	0
lapland_finland	Lapland (Finland)	FI	Finland	46	32	2546	355	127	1
north_karelia	North Karelia	FI	Finland	49	30	1468	126	98	0
northern_ostrobothnia	Northern Ostrobothnia	FI	Finland	54	36	9493	1898	247	3
ostrobothnia_region	Ostrobothnia (region)	FI	Finland	54	35	5317	1177	59	4
pirkanmaa	Pirkanmaa	FI	Finland	72	40	28287	5506	608	27
pohjois_savo	Pohjois-Savo	FI	Finland	54	32	1855	315	78	0
paijat_hame	Päijät-Häme	FI	Finland	44	30	911	229	9	0
satakunta	Satakunta	FI	Finland	51	32	2585	566	17	0
south_karelia	South Karelia	FI	Finland	42	29	384	90	4	0
southern_ostrobothnia	Southern Ostrobothnia	FI	Finland	50	34	8377	1624	130	5
southwest_finland	Southwest Finland	FI	Finland	74	39	12474	3047	194	17
tavastia_proper	Tavastia Proper	FI	Finland	50	31	1139	263	14	1
uusimaa	Uusimaa	FI	Finland	83	39	147764	36663	2749	180
aland_islands	Åland Islands	FI	Finland	32	27	196	51	6	0
