country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CY	Cyprus	0_50	0 - 50	1579	415	15792679	4176137	62490	59
CY	Cyprus	50_100	50 - 100	1569	391	177530	56201	472	24
CY	Cyprus	100_1k	100 - 1k	360	154	5125013	2252354	18226	4333
CY	Cyprus	1k_5k	1k - 5k	36	26	3012916	1453945	21509	4326
CY	Cyprus	5k_10k	5k - 10k	2	2	375	187	3	1
