region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
drenthe	Drenthe	NL	Netherlands	3640	697	209008	79627	2354	183
flevoland	Flevoland	NL	Netherlands	3764	732	147161	48621	1553	86
friesland	Friesland	NL	Netherlands	3809	730	463393	164867	3874	327
gelderland	Gelderland	NL	Netherlands	4743	942	4222857	1574809	31143	4887
groningen	Groningen	NL	Netherlands	4054	783	468347	151883	4989	751
limburg	Limburg	NL	Netherlands	4661	959	2009082	625085	13862	1878
noord_holland	Noord-Holland	NL	Netherlands	5346	1120	5451122	1894520	56015	7579
north_brabant	North Brabant	NL	Netherlands	5003	1016	2698255	1043256	23789	4295
overijssel	Overijssel	NL	Netherlands	4223	828	794765	298154	8177	928
utrecht	Utrecht	NL	Netherlands	4483	907	1171450	408306	10911	1369
zeeland	Zeeland	NL	Netherlands	3864	766	153159	49628	1452	82
zuid_holland	Zuid-Holland	NL	Netherlands	5268	1090	7396378	2818442	61976	10691
