day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	UK	United Kingdom	2012	269	4190932	1415647	60530	6664
d132	2019-05-12	UK	United Kingdom	2156	310	4906149	1680160	71045	8504
d131	2019-05-11	UK	United Kingdom	2285	342	5058270	1747007	79836	9521
d130	2019-05-10	UK	United Kingdom	2398	359	5879298	2117166	93261	13424
d129	2019-05-09	UK	United Kingdom	1876	365	4478885	1490428	53435	7456
d128	2019-05-08	UK	United Kingdom	1937	376	5887607	1861320	83562	10440
d127	2019-05-07	UK	United Kingdom	1974	414	7918237	3057914	107423	13130
d126	2019-05-06	UK	United Kingdom	1584	392	5266510	2028371	56734	8180
d125	2019-05-05	UK	United Kingdom	1574	409	5537082	2046130	60271	12632
d124	2019-05-04	UK	United Kingdom	1538	437	5194247	2024931	55024	10260
d123	2019-05-03	UK	United Kingdom	1992	613	6875051	2511818	82072	14515
d122	2019-05-02	UK	United Kingdom	4109	1080	12364341	3701056	209611	19936
d121	2019-05-01	UK	United Kingdom	4614	1145	12791841	4307827	237238	27699
d120	2019-04-30	UK	United Kingdom	4135	1071	8974094	2826417	150233	17192
d119	2019-04-29	UK	United Kingdom	3949	1016	7951237	2487807	128378	12489
d118	2019-04-28	UK	United Kingdom	3680	950	6293988	1897169	112059	9589
d117	2019-04-27	UK	United Kingdom	3250	910	5012659	1598702	65394	6858
d116	2019-04-26	UK	United Kingdom	3176	879	6584283	2308069	85009	15121
d115	2019-04-25	UK	United Kingdom	3032	847	7132081	2330980	102715	16369
d114	2019-04-24	UK	United Kingdom	3154	801	9818575	3340897	144523	14121
d113	2019-04-23	UK	United Kingdom	2491	778	4118915	1365725	48004	6034
d112	2019-04-22	UK	United Kingdom	2378	754	4544156	1695917	44763	6224
d111	2019-04-21	UK	United Kingdom	2364	760	3479739	1132507	38270	4219
d110	2019-04-20	UK	United Kingdom	2367	779	3146024	973198	35771	3779
d109	2019-04-19	UK	United Kingdom	2469	805	3327505	1024299	39300	3959
d108	2019-04-18	UK	United Kingdom	2967	831	4215501	1151890	102655	5242
d107	2019-04-17	UK	United Kingdom	2472	791	3532000	1097910	54525	5103
d106	2019-04-16	UK	United Kingdom	2406	770	4172161	1522721	57621	8015
d105	2019-04-15	UK	United Kingdom	2400	790	3656724	1158178	43231	4421
d104	2019-04-14	UK	United Kingdom	2354	803	3412279	1127311	39268	4174
