day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d103	2019-04-13	CZ	Czechia	Gambrinus		146991996743	Facebook	3	1	416666	183333	3332	666
d103	2019-04-13	CZ	Czechia	European Commission		107898832590939	Facebook	18	1	176700	79487	646	162
d103	2019-04-13	CZ	Czechia	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	102	1	86185	30230	328	13
d103	2019-04-13	CZ	Czechia	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	14	1	41155	16374	31	6
d103	2019-04-13	CZ	Czechia	European Parliament		178362315106	Facebook	29	1	40099	14277	135	9
d103	2019-04-13	CZ	Czechia	Greens/EFA in the European Parliament		150527751674751	Facebook	13	1	34860	15705	40	9
d103	2019-04-13	CZ	Czechia	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	3	1	32720	14044	127	54
d103	2019-04-13	CZ	Czechia	Evropa společně	Evropa společně	535611970260854	Facebook	13	1	28919	5755	141	0
d103	2019-04-13	CZ	Czechia	Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	3	1	28131	12565	66	27
d103	2019-04-13	CZ	Czechia	Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	3	1	26785	9642	76	15
d103	2019-04-13	CZ	Czechia	Daniel Herman		378072105614553	Facebook	8	1	20176	8254	23	7
d103	2019-04-13	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	10	1	15493	4233	60	16
d103	2019-04-13	CZ	Czechia	Tomáš Zdechovský		275042429350706	Facebook	3	1	12653	5061	39	7
d103	2019-04-13	CZ	Czechia	Minidotaznik.cz		432692927273545	Facebook	1	1	9614	3845	17	8
d103	2019-04-13	CZ	Czechia	Alexandr Vondra		317802208282505	Facebook	1	1	9083	4541	17	3
d103	2019-04-13	CZ	Czechia	Jaromír Štětina, člen EPP frakce Evropského parlamentu		334720110067940	Facebook	3	1	9024	4112	52	10
d103	2019-04-13	CZ	Czechia	Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	1	1	8333	1666	32	6
d103	2019-04-13	CZ	Czechia	Sdružení místních samospráv České republiky		248783538569454	Facebook	1	1	8333	1666	6	3
d103	2019-04-13	CZ	Czechia	Lazena		230485451146232	Facebook	1	1	7142	1428	2	0
d103	2019-04-13	CZ	Czechia	HLAS	První prezidentská	320144481956623	Facebook	7	1	6993	0	26	0
d103	2019-04-13	CZ	Czechia	Hello Sandy		56274514407	Facebook	2	1	5458	2245	8	1
d103	2019-04-13	CZ	Czechia	Kroužkujte 10 Eda Kožušník Děkuji		50546026668	Facebook	2	1	5416	1083	21	4
d103	2019-04-13	CZ	Czechia	Mikuláš Peksa		356448681873897	Facebook	1	1	4998	999	19	3
d103	2019-04-13	CZ	Czechia	KDU-ČSL	KDU-ČSL	251656685576	Facebook	15	1	4516	1072	17	3
d103	2019-04-13	CZ	Czechia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	28	1	4065	1929	8	2
d103	2019-04-13	CZ	Czechia	Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	1	1	3332	666	2	1
d103	2019-04-13	CZ	Czechia	Matěj Trávníček		1674881296142473	Facebook	5	1	2631	1315	10	5
d103	2019-04-13	CZ	Czechia	Biooo - přírodní kosmetika		168384613213781	Facebook	3	1	2590	761	4	1
d103	2019-04-13	CZ	Czechia	Pavel Fischer		1934837773438430	Facebook	1	1	2499	1250	9	4
d103	2019-04-13	CZ	Czechia	Marek Výborný		206630153142726	Facebook	2	1	2337	1168	4	0
d103	2019-04-13	CZ	Czechia	European Youth Event		919232861444360	Facebook	3	1	2158	882	4	2
d103	2019-04-13	CZ	Czechia	Huawei Europe		1709278142683543	Facebook	1	1	2031	1016	1	0
d103	2019-04-13	CZ	Czechia	Svoboda a přímá demokracie Tomio Okamura Liberecký kraj - SPD		1439143123070953	Facebook	1	1	1851	370	7	1
d103	2019-04-13	CZ	Czechia	Guardian Weekly		64525551258	Facebook	4	1	1734	705	3	0
d103	2019-04-13	CZ	Czechia	Arte		656089814494677	Facebook	6	1	1701	713	5	0
d103	2019-04-13	CZ	Czechia	Jindřich Vobořil - kandidát do europarlamentu	ODS - Občanská demokratická strana	751475201891213	Facebook	1	1	1666	333	6	1
d103	2019-04-13	CZ	Czechia	Linda McCartney Foods CZ/SK		1123257347697347	Facebook	1	1	1666	333	6	1
d103	2019-04-13	CZ	Czechia	Epochaplus		877641865619216	Facebook	1	1	1666	333	1	0
d103	2019-04-13	CZ	Czechia	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	1	1	1249	624	4	2
d103	2019-04-13	CZ	Czechia	Tomáš Prouza	Moje Evropa	1060889564019324	Facebook	1	1	1249	625	2	0
d103	2019-04-13	CZ	Czechia	Prague Civil Society Centre		310121279576699	Facebook	1	1	1249	250	4	0
d103	2019-04-13	CZ	Czechia	Tomáš Hanuš	Kricfalusi Jiri	298486534052289	Facebook	1	1	999	200	3	0
d103	2019-04-13	CZ	Czechia	Bc. John Vostenak, MBA, kandidát SPD č. 10 do Evropského parlamentu		1044437145680251	Facebook	3	1	999	181	3	0
d103	2019-04-13	CZ	Czechia	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	3	1	929	429	5	2
d103	2019-04-13	CZ	Czechia	Filip Smoljak		559924231130371	Facebook	1	1	909	454	3	1
d103	2019-04-13	CZ	Czechia	Veronika Vrecionová		273367223021327	Facebook	1	1	908	454	8	0
d103	2019-04-13	CZ	Czechia	World Youth Academy		155365641152627	Facebook	6	1	736	147	5	0
d103	2019-04-13	CZ	Czechia	URAN+ péče o zdraví aktivních lidí		1620204154869530	Facebook	1	1	666	333	2	1
d103	2019-04-13	CZ	Czechia	Zámostí		460094517391603	Facebook	1	1	666	333	5	0
d103	2019-04-13	CZ	Czechia	Mansoor Maitah		1034382646741170	Facebook	5	1	649	206	3	1
d103	2019-04-13	CZ	Czechia	66 běžeckých rad		697063613670198	Facebook	1	1	624	125	2	0
d103	2019-04-13	CZ	Czechia	Kialo		729627343834501	Facebook	1	1	608	304	1	0
d103	2019-04-13	CZ	Czechia	Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	3	1	535	195	1	0
d103	2019-04-13	CZ	Czechia	Eva Decroix		567229570370422	Facebook	1	1	526	263	2	1
d103	2019-04-13	CZ	Czechia	Parlament dětí a mládeže města Ostravy		381533961976019	Facebook	1	1	454	90	1	0
d103	2019-04-13	CZ	Czechia	Strana iČesko		237591210267828	Facebook	1	1	454	90	1	0
d103	2019-04-13	CZ	Czechia	Save the Refugees		1931458237163388	Facebook	1	1	373	149	0	0
d103	2019-04-13	CZ	Czechia	Info.cz		1269502056393120	Facebook	4	1	356	47	2	0
d103	2019-04-13	CZ	Czechia	Liberálně ekologická strana		477871765643301	Facebook	2	1	340	0	1	0
d103	2019-04-13	CZ	Czechia	Veronika Luňáková		311589326158964	Facebook	1	1	333	66	1	0
d103	2019-04-13	CZ	Czechia	Hlasy zvířat		1523633234529577	Facebook	1	1	333	66	1	0
d103	2019-04-13	CZ	Czechia	Marek Tichý, režisér a kameraman		249538682400743	Facebook	1	1	332	66	1	0
