advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	100_1k	100 - 1k	EE	Estonia	7	1	1899919	869969	3992	1099
Isamaa erakond	Isamaa erakond	321163977576	Facebook	100_1k	100 - 1k	EE	Estonia	8	1	1299991	539999	4991	1599
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	100_1k	100 - 1k	EE	Estonia	7	1	1299989	569998	3992	1099
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	100_1k	100 - 1k	EE	Estonia	8	1	1099991	549999	3992	800
European Parliament		178362315106	Facebook	100_1k	100 - 1k	EE	Estonia	10	1	801685	370724	5495	2001
Veriff		959442754113350	Facebook	100_1k	100 - 1k	EE	Estonia	3	1	467645	204595	778	156
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	100_1k	100 - 1k	EE	Estonia	5	1	449994	209999	2494	499
Kialo		729627343834501	Facebook	100_1k	100 - 1k	EE	Estonia	263	1	200980	83353	1312	367
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	100_1k	100 - 1k	EE	Estonia	2	1	199998	100000	998	200
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	100_1k	100 - 1k	EE	Estonia	7	1	189993	50000	3493	700
European Greens	European Greens	141366725876424	Facebook	100_1k	100 - 1k	EE	Estonia	4	1	106045	52707	519	109
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	100_1k	100 - 1k	EE	Estonia	1	1	99999	50000	499	100
Rimi Eesti		217485440760	Facebook	100_1k	100 - 1k	EE	Estonia	1	1	99999	50000	498	99
Jaak Madison	Madison Jaak	536519246456733	Facebook	100_1k	100 - 1k	EE	Estonia	2	1	99998	20000	998	199
Riho Terras		2217643278496367	Facebook	100_1k	100 - 1k	EE	Estonia	1	1	49999	10000	499	100
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	100_1k	100 - 1k	EE	Estonia	1	1	49999	10000	499	100
Johannes Kert		376562696439825	Facebook	100_1k	100 - 1k	EE	Estonia	1	1	49999	10000	499	100
Urmas Paet	Paet Urmas	223092011815453	Facebook	100_1k	100 - 1k	EE	Estonia	1	1	49998	9999	498	99
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100_1k	100 - 1k	EE	Estonia	25	1	37578	17474	52	21
Sosialidemokraatit SDP		108945982480217	Facebook	100_1k	100 - 1k	EE	Estonia	1	1	20077	10038	100	20
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	100_1k	100 - 1k	EE	Estonia	33	1	15984	7483	66	16
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	100_1k	100 - 1k	EE	Estonia	12	1	9412	3898	11	2
Guardian Weekly		64525551258	Facebook	100_1k	100 - 1k	EE	Estonia	8	1	9187	3758	17	4
VoteWatch Europe		355087424564148	Facebook	100_1k	100 - 1k	EE	Estonia	4	1	8496	3685	18	6
Arte		656089814494677	Facebook	100_1k	100 - 1k	EE	Estonia	2	1	5376	2688	13	2
