audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	EL	Greece	2467	414	23965296	9555862	89234	15363
m35_44	male (35-44)	EL	Greece	2518	417	21241418	8373799	87306	14163
m18_24	male (18-24)	EL	Greece	2232	401	18523323	7403668	62760	10412
m45_54	male (45-54)	EL	Greece	2454	406	16432998	6298317	73066	11156
f35_44	female (35-44)	EL	Greece	2598	417	12451021	4989908	53879	8862
f45_54	female (45-54)	EL	Greece	2526	407	11647869	4565838	53663	8606
f25_34	female (25-34)	EL	Greece	2528	414	11641772	4754736	46246	8079
f18_24	female (18-24)	EL	Greece	2284	397	11537219	4720041	40662	6909
m55_64	male (55-64)	EL	Greece	2308	398	10053152	3747926	49697	7467
f55_64	female (55-64)	EL	Greece	2359	396	8563568	3231425	42634	6492
m65_	male (65+)	EL	Greece	2074	369	5918932	2206208	29737	4576
f65_	female (65+)	EL	Greece	2114	369	4510467	1683143	22894	3428
m13_17	male (13-17)	EL	Greece	660	134	1347256	515159	3916	522
f13_17	female (13-17)	EL	Greece	696	132	1277895	489403	3581	478
u35_44	unknown (35-44)	EL	Greece	2253	396	445435	176469	1888	319
u25_34	unknown (25-34)	EL	Greece	2035	375	243977	98114	945	163
u45_54	unknown (45-54)	EL	Greece	2034	369	160315	62135	745	118
u65_	unknown (65+)	EL	Greece	1548	316	55542	21120	272	42
u55_64	unknown (55-64)	EL	Greece	1615	325	52638	19948	270	41
u18_24	unknown (18-24)	EL	Greece	1224	272	26394	10632	98	16
u13_17	unknown (13-17)	EL	Greece	216	67	1592	636	5	0
