advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	m65_	male (65+)	3890	1	10619155	3138169	118862	16429
We are the 52%	We are the 52%	466744973727718	Facebook	m65_	male (65+)	278	1	4373462	1571772	12861	1660
People's Vote UK	People's Vote	748608695327755	Facebook	m65_	male (65+)	3151	1	3321370	1068169	57104	9367
Ciudadanos	Ciudadanos	74078667754	Facebook	m65_	male (65+)	3757	1	3096975	958412	29778	2487
European Parliament		178362315106	Facebook	m65_	male (65+)	910	1	2933095	1268850	18740	4110
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	m65_	male (65+)	355	1	2828377	1164817	12912	2455
Conservatives	The Conservative Party	8807334278	Facebook	m65_	male (65+)	1552	1	2647358	927813	40564	4846
38 Degrees	38 Degrees	200006375787	Facebook	m65_	male (65+)	639	1	2419435	865447	16870	2419
Podemos	Unidas Podemos	269212336568846	Facebook	m65_	male (65+)	184	1	2273877	1030898	14728	3914
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m65_	male (65+)	2030	1	2271355	713308	46452	4220
SPD	SPD	47930567748	Facebook	m65_	male (65+)	4015	1	1970722	463928	56884	2161
The Labour Party	The Labour Party	25749647410	Facebook	m65_	male (65+)	605	1	1917428	752618	17419	3918
Best For Britain	Best for Britain	1863944713844924	Facebook	m65_	male (65+)	721	1	1760335	731125	26822	6014
Vattenfall Sverige		608975645850217	Facebook	m65_	male (65+)	28	1	1687591	776450	21747	6052
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m65_	male (65+)	84	1	1666853	740439	3636	1082
Partito Democratico		77034286895	Facebook	m65_	male (65+)	118	1	1610816	721391	7499	1597
The Brexit Party	The Brexit Party	230416667843105	Facebook	m65_	male (65+)	75	1	1538504	732050	22202	6720
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m65_	male (65+)	51	1	1359502	630798	3089	1356
Sosialidemokraatit SDP		108945982480217	Facebook	m65_	male (65+)	233	1	1273528	480292	8531	1676
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m65_	male (65+)	681	1	1075324	388085	21946	3705
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m65_	male (65+)	118	1	1069527	445665	2027	545
Fidesz	Fidesz	9844779306	Facebook	m65_	male (65+)	76	1	956920	457536	3309	1630
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m65_	male (65+)	100	1	909022	386805	8081	1867
Partido Popular	Partido Popular	72249031214	Facebook	m65_	male (65+)	505	1	871722	366984	4647	892
ČSSD	ČSSD	111041662264882	Facebook	m65_	male (65+)	975	1	836667	152839	5392	1150
