advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	m55_64	male (55-64)	3888	1	12254560	3677677	136393	19397
Ciudadanos	Ciudadanos	74078667754	Facebook	m55_64	male (55-64)	3836	1	5556742	1702711	52373	4317
We are the 52%	We are the 52%	466744973727718	Facebook	m55_64	male (55-64)	278	1	5293562	1932448	14767	1927
People's Vote UK	People's Vote	748608695327755	Facebook	m55_64	male (55-64)	3292	1	4695699	1525455	76207	12753
European Parliament		178362315106	Facebook	m55_64	male (55-64)	930	1	4522645	1983800	29223	6618
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	m55_64	male (55-64)	356	1	4243627	1743045	18856	3613
Podemos	Unidas Podemos	269212336568846	Facebook	m55_64	male (55-64)	211	1	4159395	1889354	27022	7241
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m55_64	male (55-64)	86	1	3550324	1579445	7563	2235
Conservatives	The Conservative Party	8807334278	Facebook	m55_64	male (55-64)	1550	1	3319061	1263205	43181	5632
SPD	SPD	47930567748	Facebook	m55_64	male (55-64)	4187	1	3164504	819630	75173	3974
The Labour Party	The Labour Party	25749647410	Facebook	m55_64	male (55-64)	615	1	3020973	1189285	27063	5948
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m55_64	male (55-64)	2034	1	2990862	952054	54531	5431
Partito Democratico		77034286895	Facebook	m55_64	male (55-64)	137	1	2854385	1241566	11253	2528
38 Degrees	38 Degrees	200006375787	Facebook	m55_64	male (55-64)	642	1	2595070	935060	17947	2647
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m55_64	male (55-64)	125	1	2301056	967065	4381	1153
Partido Popular	Partido Popular	72249031214	Facebook	m55_64	male (55-64)	1236	1	2218958	820373	12150	1775
The Brexit Party	The Brexit Party	230416667843105	Facebook	m55_64	male (55-64)	75	1	2102407	998444	29873	8992
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m55_64	male (55-64)	51	1	2075208	968998	4473	1973
Best For Britain	Best for Britain	1863944713844924	Facebook	m55_64	male (55-64)	725	1	1971961	809486	30953	6850
sp.a	sp.a	57253967150	Facebook	m55_64	male (55-64)	244	1	1569505	574695	8879	1790
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m55_64	male (55-64)	101	1	1526323	650047	13531	3115
Sosialidemokraatit SDP		108945982480217	Facebook	m55_64	male (55-64)	265	1	1463589	584802	8997	1882
România în primul rând	Future Innovation	770704223323599	Facebook	m55_64	male (55-64)	79	1	1454687	637321	1993	466
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m55_64	male (55-64)	66	1	1364599	629467	10745	2321
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m55_64	male (55-64)	27	1	1362428	632043	3577	935
