advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	f55_64	female (55-64)	3887	1	9353587	2788386	114523	16676
Ciudadanos	Ciudadanos	74078667754	Facebook	f55_64	female (55-64)	4279	1	8995360	2795800	85355	7149
Partido Popular	Partido Popular	72249031214	Facebook	f55_64	female (55-64)	2878	1	8924335	2604314	92994	4141
Podemos	Unidas Podemos	269212336568846	Facebook	f55_64	female (55-64)	214	1	6504128	2937193	44519	11788
People's Vote UK	People's Vote	748608695327755	Facebook	f55_64	female (55-64)	3282	1	5257202	1711555	81385	13938
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	f55_64	female (55-64)	87	1	4540479	2024987	9757	2899
European Parliament		178362315106	Facebook	f55_64	female (55-64)	934	1	4538779	1975288	26363	5725
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	f55_64	female (55-64)	355	1	3830843	1540976	17706	3442
The Labour Party	The Labour Party	25749647410	Facebook	f55_64	female (55-64)	609	1	3535541	1404825	30602	7067
38 Degrees	38 Degrees	200006375787	Facebook	f55_64	female (55-64)	640	1	3477877	1274924	23826	3376
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f55_64	female (55-64)	1970	1	3261106	1043096	60090	6569
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	f55_64	female (55-64)	125	1	2921360	1217103	5546	1449
Conservatives	The Conservative Party	8807334278	Facebook	f55_64	female (55-64)	1494	1	2862872	1147539	35031	4776
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	f55_64	female (55-64)	51	1	2783560	1304847	5987	2652
SPD	SPD	47930567748	Facebook	f55_64	female (55-64)	4396	1	2760169	688894	79787	2895
Best For Britain	Best for Britain	1863944713844924	Facebook	f55_64	female (55-64)	752	1	2602595	1070756	40049	8974
Partito Democratico		77034286895	Facebook	f55_64	female (55-64)	137	1	2391584	1054128	9542	2340
România în primul rând	Future Innovation	770704223323599	Facebook	f55_64	female (55-64)	81	1	2376688	1034047	3261	748
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	f55_64	female (55-64)	2173	1	2300384	712230	36427	3285
Save the Children Italia		46590675335	Facebook	f55_64	female (55-64)	45	1	2250192	1036632	11366	2781
Fidesz	Fidesz	9844779306	Facebook	f55_64	female (55-64)	76	1	2156983	1033179	7516	3699
Greenpeace France		39435457457	Facebook	f55_64	female (55-64)	124	1	2141512	976752	11746	2714
sp.a	sp.a	57253967150	Facebook	f55_64	female (55-64)	245	1	2082420	755369	12642	2538
WeWorld Onlus		299584710061488	Facebook	f55_64	female (55-64)	315	1	2069148	828286	9701	1304
Sosialidemokraatit SDP		108945982480217	Facebook	f55_64	female (55-64)	269	1	1973269	806449	11294	2422
