advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	m25_34	male (25-34)	1288	1	30957577	13857652	182645	46331
Kialo		729627343834501	Facebook	m25_34	male (25-34)	736	1	25879891	10352127	168183	41424
Podemos	Unidas Podemos	269212336568846	Facebook	m25_34	male (25-34)	287	1	12953044	5861030	73670	19173
People's Vote UK	People's Vote	748608695327755	Facebook	m25_34	male (25-34)	3355	1	12921349	4548013	150175	27523
Ciudadanos	Ciudadanos	74078667754	Facebook	m25_34	male (25-34)	4476	1	9990355	3011352	103386	6884
European Commission		107898832590939	Facebook	m25_34	male (25-34)	69	1	8022039	3743708	32512	8278
Partido Popular	Partido Popular	72249031214	Facebook	m25_34	male (25-34)	886	1	7209355	2732731	40781	6392
SPD	SPD	47930567748	Facebook	m25_34	male (25-34)	4591	1	6702104	2129575	121550	9615
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m25_34	male (25-34)	2037	1	6454510	2331161	75095	9997
Conservatives	The Conservative Party	8807334278	Facebook	m25_34	male (25-34)	1663	1	6391067	2518203	65050	9708
CDU	CDU	78502295414	Facebook	m25_34	male (25-34)	3170	1	6318748	1507947	54916	1333
sp.a	sp.a	57253967150	Facebook	m25_34	male (25-34)	273	1	5585251	2279434	24077	5446
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	m25_34	male (25-34)	177	1	5431346	2454020	13529	3038
FDP	FDP	21289227249	Facebook	m25_34	male (25-34)	1595	1	4776769	1444957	41938	2043
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m25_34	male (25-34)	109	1	3949399	1646837	10562	3126
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m25_34	male (25-34)	76	1	3893803	1746290	8254	2380
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m25_34	male (25-34)	66	1	3727285	1723690	24530	5515
The Labour Party	The Labour Party	25749647410	Facebook	m25_34	male (25-34)	581	1	3703410	1482959	29153	6042
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	m25_34	male (25-34)	2190	1	3314189	1250594	28017	3592
European Greens	European Greens	141366725876424	Facebook	m25_34	male (25-34)	89	1	3281592	1450093	19674	4904
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m25_34	male (25-34)	105	1	3222689	1388859	28031	6489
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m25_34	male (25-34)	51	1	3210849	1521036	5976	2650
România în primul rând	Future Innovation	770704223323599	Facebook	m25_34	male (25-34)	69	1	3112724	1375854	3247	777
Patryk Jaki		199877710116314	Facebook	m25_34	male (25-34)	240	1	2827003	1118110	12087	2687
Harald Vilimsky		547597092025909	Facebook	m25_34	male (25-34)	175	1	2785051	1187756	24276	5723
