advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	65_	65+	EE	Estonia	7	1	169672	79431	286	79
Urmas Paet	Paet Urmas	223092011815453	Facebook	65_	65+	EE	Estonia	35	1	136461	28397	611	1
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	65_	65+	EE	Estonia	84	1	114764	30436	834	13
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	65_	65+	EE	Estonia	14	1	87625	30997	457	44
Isamaa erakond	Isamaa erakond	321163977576	Facebook	65_	65+	EE	Estonia	10	1	85643	32894	489	107
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	65_	65+	EE	Estonia	29	1	83614	34088	406	49
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	65_	65+	EE	Estonia	25	1	67514	27424	423	40
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	65_	65+	EE	Estonia	39	1	42430	10760	512	53
Jaak Madison	Madison Jaak	536519246456733	Facebook	65_	65+	EE	Estonia	11	1	39352	8944	239	17
Yoko Alender		709212302463805	Facebook	65_	65+	EE	Estonia	29	1	15066	4574	302	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	65_	65+	EE	Estonia	3	1	11226	2552	64	8
Triin Saag	Saag Triin	2012394932389774	Facebook	65_	65+	EE	Estonia	14	1	9904	2972	88	0
Airis Meier Page	Reformierakond	250646808998831	Facebook	65_	65+	EE	Estonia	2	1	9835	1967	31	0
Maria Kaljuste - Maria from Estonia		1587214418196564	Facebook	65_	65+	EE	Estonia	1	1	8818	1763	17	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	65_	65+	EE	Estonia	9	1	8302	1747	128	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	65_	65+	EE	Estonia	35	1	6811	1266	226	0
Riho Terras		2217643278496367	Facebook	65_	65+	EE	Estonia	3	1	6343	1793	43	4
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	65_	65+	EE	Estonia	39	1	5861	2679	9	3
European Parliament		178362315106	Facebook	65_	65+	EE	Estonia	8	1	5283	1490	54	7
Reformierakond	Reformierakond	80124492882	Facebook	65_	65+	EE	Estonia	3	1	5282	2545	55	0
MTÜ Eesti Tuumajaam		153182254702931	Facebook	65_	65+	EE	Estonia	1	1	5273	1054	10	0
Riina Solman		2003524753215343	Facebook	65_	65+	EE	Estonia	1	1	4636	927	9	0
Civil Liberties Union for Europe		1424938757739868	Facebook	65_	65+	EE	Estonia	1	1	4552	910	9	0
Kalle Laanet Page	Reformierakond	141202956796859	Facebook	65_	65+	EE	Estonia	1	1	4489	897	8	0
Edasi.org		165505543854570	Facebook	65_	65+	EE	Estonia	1	1	4470	894	8	0
