advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w020	Week 20	UK	United Kingdom	284	1	4921117	1533533	57193	8594
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	w020	Week 20	UK	United Kingdom	27	1	3673313	1623332	17799	4860
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	w020	Week 20	UK	United Kingdom	22	1	2236992	1007000	12296	2854
The Labour Party	The Labour Party	25749647410	Facebook	w020	Week 20	UK	United Kingdom	10	1	1589994	729999	19781	3957
Conservatives	The Conservative Party	8807334278	Facebook	w020	Week 20	UK	United Kingdom	742	1	1007675	206714	38737	396
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	w020	Week 20	UK	United Kingdom	61	1	965986	385199	13446	3024
European Parliament	European Parliament	178362315106	Facebook	w020	Week 20	UK	United Kingdom	2	1	599992	249997	9997	1999
People's Vote UK	People's Vote	748608695327755	Facebook	w020	Week 20	UK	United Kingdom	22	1	371976	111999	4371	462
Eastern Region Green Party	Eastern Region Green Party 	1635570190048987	Facebook	w020	Week 20	UK	United Kingdom	3	1	243331	118666	1463	640
GMB Union	GMB Union	103295786760891	Facebook	w020	Week 20	UK	United Kingdom	5	1	190496	60600	412	0
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	w020	Week 20	UK	United Kingdom	15	1	184990	36999	2534	347
West Midlands Labour	The Labour Party	1243222025739706	Facebook	w020	Week 20	UK	United Kingdom	4	1	174998	65000	1154	231
38 Degrees	38 Degrees	200006375787	Facebook	w020	Week 20	UK	United Kingdom	7	1	172493	43499	773	0
Plaid Cymru	Plaid Cymru	26416930992	Facebook	w020	Week 20	UK	United Kingdom	1	1	99999	49999	288	57
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	w020	Week 20	UK	United Kingdom	1	1	99999	50000	288	57
Scientists for EU	Scientists for EU	642444842524195	Facebook	w020	Week 20	UK	United Kingdom	1	1	99999	50000	577	115
Pledge for the Future	Pledge for the Future	266157764008126	Facebook	w020	Week 20	UK	United Kingdom	13	1	97232	27119	609	0
Renew	Renew  Party	1923371311278106	Facebook	w020	Week 20	UK	United Kingdom	6	1	93885	23944	407	0
Scottish Labour Party	Scottish Labour Party	310039442421596	Facebook	w020	Week 20	UK	United Kingdom	3	1	85712	29999	990	347
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	w020	Week 20	UK	United Kingdom	3	1	80998	34200	600	115
East Midlands Labour	The Labour Party	1104066886293096	Facebook	w020	Week 20	UK	United Kingdom	3	1	74998	14999	634	115
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	w020	Week 20	UK	United Kingdom	2	1	59998	12000	692	138
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	w020	Week 20	UK	United Kingdom	6	1	58328	13166	591	0
Scottish Green Party	Scottish Green Party	17999726169	Facebook	w020	Week 20	UK	United Kingdom	4	1	56665	17333	384	69
Hackney Lib Dems	Hackney Liberal Democrats	138435322972255	Facebook	w020	Week 20	UK	United Kingdom	4	1	53155	10571	155	0
