advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Isamaa erakond	Isamaa erakond	321163977576	Facebook	18_24	18-24	EE	Estonia	10	1	705058	313159	3088	815
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	18_24	18-24	EE	Estonia	41	1	640383	256634	1885	220
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	18_24	18-24	EE	Estonia	22	1	633926	249812	1875	332
European Parliament		178362315106	Facebook	18_24	18-24	EE	Estonia	31	1	574575	219205	3689	942
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	18_24	18-24	EE	Estonia	54	1	453329	165782	3940	771
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	18_24	18-24	EE	Estonia	106	1	412156	113054	2598	63
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	18_24	18-24	EE	Estonia	8	1	334161	152167	818	203
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	18_24	18-24	EE	Estonia	37	1	240408	92920	1319	196
European Greens		141366725876424	Facebook	18_24	18-24	EE	Estonia	33	1	224171	91849	883	135
Veriff		959442754113350	Facebook	18_24	18-24	EE	Estonia	3	1	215168	94226	389	78
Keskerakond	Keskerakond	161252453921396	Facebook	18_24	18-24	EE	Estonia	12	1	202734	68857	641	50
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	18_24	18-24	EE	Estonia	63	1	158435	39467	1545	136
Kialo		729627343834501	Facebook	18_24	18-24	EE	Estonia	296	1	119334	45301	767	181
Jaak Madison	Madison Jaak	536519246456733	Facebook	18_24	18-24	EE	Estonia	15	1	100462	30752	423	51
Triin Saag	Saag Triin	2012394932389774	Facebook	18_24	18-24	EE	Estonia	40	1	99586	32148	1870	0
Urmas Paet	Paet Urmas	223092011815453	Facebook	18_24	18-24	EE	Estonia	25	1	93925	25020	771	32
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	18_24	18-24	EE	Estonia	13	1	66141	15441	252	0
Ablo		299078570887332	Facebook	18_24	18-24	EE	Estonia	4	1	60995	11999	395	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	18_24	18-24	EE	Estonia	41	1	59220	14753	286	1
ResPublica	Isamaa erakond	124913684200476	Facebook	18_24	18-24	EE	Estonia	2	1	55464	23648	235	41
EMY		815299865514464	Facebook	18_24	18-24	EE	Estonia	2	1	35470	7094	132	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	18_24	18-24	EE	Estonia	3	1	35231	7046	93	0
Rimi Eesti		217485440760	Facebook	18_24	18-24	EE	Estonia	1	1	29420	14710	146	29
Urmas Reinsalu	Isamaa erakond	503635753156660	Facebook	18_24	18-24	EE	Estonia	3	1	28746	5749	135	19
Yoko Alender		709212302463805	Facebook	18_24	18-24	EE	Estonia	34	1	27945	8922	626	0
