advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	100_1k	100 - 1k	LV	Latvia	9	1	1513013	705207	4019	1113
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	100_1k	100 - 1k	LV	Latvia	8	1	1099992	470000	3992	799
Roberts Zīle		508959865842254	Facebook	100_1k	100 - 1k	LV	Latvia	7	1	849993	410000	3493	700
Ijabs Ivars		345347539390006	Facebook	100_1k	100 - 1k	LV	Latvia	5	1	797465	398735	2488	498
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	100_1k	100 - 1k	LV	Latvia	5	1	599983	269993	2494	499
European Greens		141366725876424	Facebook	100_1k	100 - 1k	LV	Latvia	14	1	599164	281733	2133	445
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	100_1k	100 - 1k	LV	Latvia	4	1	449983	209993	1995	399
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	100_1k	100 - 1k	LV	Latvia	3	1	349997	160000	1497	300
Kialo		729627343834501	Facebook	100_1k	100 - 1k	LV	Latvia	256	1	250073	106027	1535	424
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	100_1k	100 - 1k	LV	Latvia	2	1	199997	99999	997	199
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	100_1k	100 - 1k	LV	Latvia	2	1	199997	99999	997	200
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	100_1k	100 - 1k	LV	Latvia	4	1	199996	39999	1995	400
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	100_1k	100 - 1k	LV	Latvia	3	1	199985	69994	1496	299
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	100_1k	100 - 1k	LV	Latvia	2	1	149998	60000	998	200
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	100_1k	100 - 1k	LV	Latvia	3	1	149996	29999	1496	299
PROGRESĪVIE		184096511636333	Facebook	100_1k	100 - 1k	LV	Latvia	2	1	149526	59764	747	149
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	99999	50000	499	100
Nacionālā apvienība		118130241644848	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	99998	50000	499	100
VoteWatch Europe		355087424564148	Facebook	100_1k	100 - 1k	LV	Latvia	5	1	56071	23962	121	44
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100_1k	100 - 1k	LV	Latvia	26	1	52177	24260	80	29
Gatis Eglītis	Jaunā konservatīvā partija	203733280310341	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	49999	10000	499	100
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	49999	10000	499	100
Aleksejs Loskutovs		541229793055345	Facebook	100_1k	100 - 1k	LV	Latvia	1	1	49419	9884	493	98
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	100_1k	100 - 1k	LV	Latvia	14	1	49134	20340	65	17
Greens/EFA in the European Parliament		150527751674751	Facebook	100_1k	100 - 1k	LV	Latvia	9	1	42671	18572	47	14
