recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	DE	Germany	4875	644	12343271	3647827	138207	8349
rd2	Last 2 days	2019-05-11	2019-05-12	DE	Germany	5224	696	24880708	7359170	277734	17222
rd3	Last 3 days	2019-05-10	2019-05-12	DE	Germany	5684	751	38285165	11404670	412555	26860
rd4	Last 4 days	2019-05-09	2019-05-12	DE	Germany	10376	796	57051832	16573039	670444	37673
rd5	Last 5 days	2019-05-08	2019-05-12	DE	Germany	11240	827	71831716	20627711	856470	45332
rd6	Last 6 days	2019-05-07	2019-05-12	DE	Germany	12465	860	87589533	24869268	1051563	54233
rw1	Last week	2019-05-06	2019-05-12	DE	Germany	12947	906	102558925	28881460	1198600	67293
rw2	Last 2 weeks	2019-04-29	2019-05-12	DE	Germany	17641	1181	171487187	48604591	2025311	123563
rw3	Last 3 weeks	2019-04-22	2019-05-12	DE	Germany	20202	1432	199206876	57004838	2346625	145378
rw4	Last 4 weeks	2019-04-15	2019-05-12	DE	Germany	23331	1852	231434448	67684266	2762392	183121
rm1	Last month	2019-04-13	2019-05-12	DE	Germany	23731	2015	236459400	69397321	2816222	188979
rm2	Last 2 months	2019-03-14	2019-05-12	DE	Germany	32333	3701	337232687	102607239	3956566	310358
rm3	Last 3 months	2019-02-12	2019-05-12	DE	Germany	33755	3902	358773553	110451360	4135246	336512
rm6	Last 6 months	2019-01-01	2019-05-12	DE	Germany	34277	3973	370221449	114783063	4212613	351088
