recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	SE	Sweden	2022	329	7301053	2448870	67341	16288
rd2	Last 2 days	2019-05-15	2019-05-16	SE	Sweden	2200	357	15460685	5178515	142072	34320
rd3	Last 3 days	2019-05-14	2019-05-16	SE	Sweden	2337	367	23567555	7852027	219521	52911
rd4	Last 4 days	2019-05-13	2019-05-16	SE	Sweden	2504	388	30311721	10099672	285964	68503
rd5	Last 5 days	2019-05-12	2019-05-16	SE	Sweden	2641	410	35673473	11900736	338802	81552
rd6	Last 6 days	2019-05-11	2019-05-16	SE	Sweden	2756	425	40570242	13504999	383440	92798
rw1	Last week	2019-05-10	2019-05-16	SE	Sweden	2947	434	46798784	15621999	442799	107068
rw2	Last 2 weeks	2019-05-03	2019-05-16	SE	Sweden	3735	528	74549159	24910333	678547	166340
rw3	Last 3 weeks	2019-04-26	2019-05-16	SE	Sweden	4513	636	84965366	28320230	762723	188094
rw4	Last 4 weeks	2019-04-19	2019-05-16	SE	Sweden	4941	761	90722051	30339733	806521	199578
rm1	Last month	2019-04-17	2019-05-16	SE	Sweden	5037	809	92359683	30916264	817976	202556
rm2	Last 2 months	2019-03-18	2019-05-16	SE	Sweden	7848	1536	134539821	45875420	1189122	294589
rm3	Last 3 months	2019-02-16	2019-05-16	SE	Sweden	9214	1777	162456143	55910460	1386829	343114
rm6	Last 6 months	2019-01-01	2019-05-16	SE	Sweden	9806	1836	175368228	60323775	1492985	369483
