recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	EL	Greece	991	249	10613353	3929815	39007	3233
rd2	Last 2 days	2019-05-11	2019-05-12	EL	Greece	1148	274	20755101	7669571	75993	6021
rd3	Last 3 days	2019-05-10	2019-05-12	EL	Greece	1293	285	29789491	10914722	108983	8672
rd4	Last 4 days	2019-05-09	2019-05-12	EL	Greece	1461	298	37312928	13628225	135353	10583
rd5	Last 5 days	2019-05-08	2019-05-12	EL	Greece	1638	309	45535650	16684591	165169	12917
rd6	Last 6 days	2019-05-07	2019-05-12	EL	Greece	1758	317	52156284	19197071	189929	15365
rw1	Last week	2019-05-06	2019-05-12	EL	Greece	1859	326	57577410	21144561	210791	17400
rw2	Last 2 weeks	2019-04-29	2019-05-12	EL	Greece	2979	407	93272805	34171320	352230	30847
rw3	Last 3 weeks	2019-04-22	2019-05-12	EL	Greece	3739	491	122185086	44799789	463823	41817
rw4	Last 4 weeks	2019-04-15	2019-05-12	EL	Greece	4319	603	141611267	51912651	537368	50864
rm1	Last month	2019-04-13	2019-05-12	EL	Greece	4494	647	147253118	54047107	560751	53324
rm2	Last 2 months	2019-03-14	2019-05-12	EL	Greece	6282	1106	184205071	67366769	699109	65271
rm3	Last 3 months	2019-02-12	2019-05-12	EL	Greece	6901	1239	196133304	71519103	747697	68420
rm6	Last 6 months	2019-01-01	2019-05-12	EL	Greece	7199	1280	207623592	76124650	782294	73676
