advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	0_50	0 - 50	HU	Hungary	34	1	1911803	755376	1420	330
Greenpeace Magyarország		35634348348	Facebook	0_50	0 - 50	HU	Hungary	64	1	1240321	465677	6248	15
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	0_50	0 - 50	HU	Hungary	40	1	1185015	448016	1715	390
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	0_50	0 - 50	HU	Hungary	95	1	1125480	324256	1949	589
European Parliament		178362315106	Facebook	0_50	0 - 50	HU	Hungary	54	1	1089974	339874	5039	19
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	0_50	0 - 50	HU	Hungary	50	1	1073685	381496	2155	478
MSZP	MSZP	115388925185513	Facebook	0_50	0 - 50	HU	Hungary	43	1	985133	285183	1000	281
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	0_50	0 - 50	HU	Hungary	42	1	915890	276511	1279	320
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	0_50	0 - 50	HU	Hungary	26	1	600966	179692	872	194
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	0_50	0 - 50	HU	Hungary	24	1	475757	148407	889	197
Budapest 10-es Választókerület		757956501234552	Facebook	0_50	0 - 50	HU	Hungary	24	1	460007	138806	934	205
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	0_50	0 - 50	HU	Hungary	20	1	431997	120753	803	197
Ujhelyi István dr.	MSZP	734217673259088	Facebook	0_50	0 - 50	HU	Hungary	26	1	400997	117205	719	165
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	0_50	0 - 50	HU	Hungary	20	1	394985	106551	696	167
Dr. Molnár Csaba	Demokratikus Koalíció	306318386058001	Facebook	0_50	0 - 50	HU	Hungary	15	1	344306	96755	609	128
Dúró Dóra		191946490841225	Facebook	0_50	0 - 50	HU	Hungary	23	1	343690	101892	778	183
Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	0_50	0 - 50	HU	Hungary	16	1	311732	89148	315	101
Karácsony Gergely	Párbeszéd Magyarországért	193944440638410	Facebook	0_50	0 - 50	HU	Hungary	14	1	297500	87403	496	127
Toroczkai László		151665991681369	Facebook	0_50	0 - 50	HU	Hungary	11	1	295238	108902	248	51
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	0_50	0 - 50	HU	Hungary	12	1	294512	134308	470	93
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	0_50	0 - 50	HU	Hungary	14	1	291240	67049	542	164
PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	0_50	0 - 50	HU	Hungary	17	1	276506	55102	732	156
Jávor Benedek		131797633528377	Facebook	0_50	0 - 50	HU	Hungary	11	1	254261	66105	750	69
Budapest Water Summit 2019		347819348687196	Facebook	0_50	0 - 50	HU	Hungary	11	1	251740	56150	265	99
Dr. Keresztes László Lóránt		132593883577930	Facebook	0_50	0 - 50	HU	Hungary	12	1	231491	55300	329	112
