week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	NL	Netherlands	1140	203	11984378	4719779	87027	16448
w019	Week 19	2019-05-06	2019-05-12	NL	Netherlands	1262	242	19302290	8112468	149728	33280
w018	Week 18	2019-04-29	2019-05-05	NL	Netherlands	1250	283	10991369	4465803	91426	20476
w017	Week 17	2019-04-22	2019-04-28	NL	Netherlands	1192	283	5051964	2001605	37860	7725
w016	Week 16	2019-04-15	2019-04-21	NL	Netherlands	1411	335	13058554	5078022	103325	19352
w015	Week 15	2019-04-08	2019-04-14	NL	Netherlands	1691	518	11595146	4778112	89524	16008
w014	Week 14	2019-04-01	2019-04-07	NL	Netherlands	1403	477	10605133	4082934	90217	16391
w013	Week 13	2019-03-25	2019-03-31	NL	Netherlands	1080	390	7481017	2806817	79405	15416
w012	Week 12	2019-03-18	2019-03-24	NL	Netherlands	1162	393	9617697	3449613	106027	18553
w011	Week 11	2019-03-11	2019-03-17	NL	Netherlands	860	312	8118945	3108180	68622	12589
w010	Week 10	2019-03-04	2019-03-10	NL	Netherlands	862	247	7929827	3129145	53428	9125
w009	Week 9	2019-02-25	2019-03-03	NL	Netherlands	352	136	3180313	1185525	31046	5682
w008	Week 8	2019-02-18	2019-02-24	NL	Netherlands	238	87	1626870	689078	10565	2001
w007	Week 7	2019-02-11	2019-02-17	NL	Netherlands	167	72	716849	258039	5358	824
w006	Week 6	2019-02-04	2019-02-10	NL	Netherlands	162	63	1537185	586420	10930	2416
w005	Week 5	2019-01-28	2019-02-03	NL	Netherlands	162	48	2700276	1071680	18226	4835
w004	Week 4	2019-01-21	2019-01-27	NL	Netherlands	120	39	474919	170944	3801	492
w003	Week 3	2019-01-14	2019-01-20	NL	Netherlands	121	40	196597	62860	1803	250
w002	Week 2	2019-01-07	2019-01-13	NL	Netherlands	94	37	372429	98369	3896	369
w001	Week 1	2019-01-01	2019-01-06	NL	Netherlands	81	30	750757	295429	3943	485
