region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
aveiro_district	Aveiro District	PT	Portugal	2624	808	450268	192455	1300	187
beja_district	Beja District	PT	Portugal	2142	684	15059	4625	144	4
braga_district	Braga District	PT	Portugal	2748	872	435008	175912	2094	145
castelo_branco_district	Castelo Branco District	PT	Portugal	2250	713	32205	12099	246	5
coimbra_district	Coimbra District	PT	Portugal	2653	821	196802	66956	631	53
faro_district	Faro District	PT	Portugal	2939	885	204129	65748	1827	42
guarda_district	Guarda District	PT	Portugal	2021	664	6940	2463	21	2
leiria_district	Leiria District	PT	Portugal	2580	805	131215	40516	570	37
lisbon_district	Lisbon District	PT	Portugal	3577	1085	3839715	1396837	18045	2039
portalegre_district	Portalegre District	PT	Portugal	2191	669	7202	2627	21	2
porto_district	Porto District	PT	Portugal	3147	955	1782524	697533	7121	588
santarem_district	Santarém District	PT	Portugal	2493	811	174439	46231	860	25
setubal_district	Setúbal District	PT	Portugal	2790	877	339935	108047	1673	76
viana_do_castelo_district	Viana do Castelo District	PT	Portugal	2647	753	39234	12776	364	8
vila_real_district	Vila Real District	PT	Portugal	2165	669	83754	18664	505	4
viseu_district	Viseu District	PT	Portugal	2445	747	63602	23337	421	17
evora_district	Évora District	PT	Portugal	2280	718	19575	7000	63	11
