impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
100k_200k	100k - 200k	BG	Bulgaria	European Parliament		178362315106	Facebook	9	1	1419668	709837	2395	647
100k_200k	100k - 200k	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	3	1	507576	253789	1176	235
100k_200k	100k - 200k	BG	Bulgaria	Kialo		729627343834501	Facebook	26	1	415355	207678	1972	674
100k_200k	100k - 200k	BG	Bulgaria	Крум Дончев/Krum Donchev		155516354469476	Facebook	2	1	354809	177405	156	0
100k_200k	100k - 200k	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	11	1	245666	122833	848	311
100k_200k	100k - 200k	BG	Bulgaria	European Greens	European Greens	141366725876424	Facebook	2	1	205227	102614	512	102
100k_200k	100k - 200k	BG	Bulgaria	България на Труда и Разума - БТР		709384432421964	Facebook	1	1	176498	88249	391	78
100k_200k	100k - 200k	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	1	1	171609	85805	381	76
100k_200k	100k - 200k	BG	Bulgaria	Евро Ферт АД		271746059949890	Facebook	1	1	170940	85470	379	76
100k_200k	100k - 200k	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	1	1	168655	84328	374	75
100k_200k	100k - 200k	BG	Bulgaria	BRITA Bulgaria		1471240093191880	Facebook	1	1	166405	83203	82	0
100k_200k	100k - 200k	BG	Bulgaria	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	10	1	164795	82398	339	64
100k_200k	100k - 200k	BG	Bulgaria	Arte		656089814494677	Facebook	2	1	121489	60744	303	60
100k_200k	100k - 200k	BG	Bulgaria	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	6	1	104488	52244	248	49
100k_200k	100k - 200k	BG	Bulgaria	Greens/EFA in the European Parliament		150527751674751	Facebook	2	1	45967	22983	89	17
100k_200k	100k - 200k	BG	Bulgaria	ETUC		129041250601685	Facebook	1	1	39958	19979	99	19
100k_200k	100k - 200k	BG	Bulgaria	Create.Refresh	Create.Refresh	1736881926615141	Facebook	2	1	38057	19028	109	22
