advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Емил А. Георгиев	Georgiev Emil	1228198117206814	Facebook	5k_10k	5k - 10k	BG	Bulgaria	4	1	39996	20000	396	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	5k_10k	5k - 10k	BG	Bulgaria	4	1	39996	20000	396	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	5k_10k	5k - 10k	BG	Bulgaria	4	1	35976	17989	356	0
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	5k_10k	5k - 10k	BG	Bulgaria	3	1	29624	14813	293	0
Петър Клисаров	ПП Пряка Демокрация	2041389956077700	Facebook	5k_10k	5k - 10k	BG	Bulgaria	3	1	25631	12817	253	0
Демократична България	Демократична България	995342840629890	Facebook	5k_10k	5k - 10k	BG	Bulgaria	2	1	19998	10000	198	0
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	5k_10k	5k - 10k	BG	Bulgaria	2	1	19998	10000	198	0
За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	5k_10k	5k - 10k	BG	Bulgaria	2	1	18209	9105	180	0
Европейската комисия в България / European Commission in Bulgaria		283061845058938	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	9009	4504	89	0
За Земята	Keremidchieva Violeta	404421529636122	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	8848	4424	87	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	8804	4402	87	0
Приоритети	БЗНС	1163987410423594	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	8791	4396	87	0
Gimme5EUblogs	City Eng	1704673382966894	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	8523	4262	84	0
European Parliament	European Parliament	178362315106	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	8462	4231	83	0
Карлос Контрера	Войчин Мирчо	734105799990582	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	8272	4136	81	0
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	6744	3372	66	0
Ilhan Kyuchyuk	Kyuchyuk Ilhan	1637403469881344	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	5802	2901	57	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	1047	523	10	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	5k_10k	5k - 10k	BG	Bulgaria	2	1	795	398	7	0
Възраждане - Дряново	Nikolov Deyan	406238943516117	Facebook	5k_10k	5k - 10k	BG	Bulgaria	1	1	112	56	1	0
