advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	100_1k	100 - 1k	SK	Slovakia	26	1	3059972	1314999	15973	4999
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	100_1k	100 - 1k	SK	Slovakia	31	1	2794855	1158938	16864	4271
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	100_1k	100 - 1k	SK	Slovakia	24	1	2759947	1274994	13975	3999
Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	100_1k	100 - 1k	SK	Slovakia	22	1	2398480	939269	13970	4596
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	100_1k	100 - 1k	SK	Slovakia	11	1	2299987	969999	5488	1099
European Commission		107898832590939	Facebook	100_1k	100 - 1k	SK	Slovakia	11	1	2209086	904572	3506	1304
Sme rodina	Sme rodina	600235073447674	Facebook	100_1k	100 - 1k	SK	Slovakia	4	1	2049994	909999	2995	1199
OBYČAJNÍ ĽUDIA a nezávislé osobnosti	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	150674111712306	Facebook	100_1k	100 - 1k	SK	Slovakia	19	1	1849791	789906	10480	2699
European Parliament		178362315106	Facebook	100_1k	100 - 1k	SK	Slovakia	30	1	1814873	805993	5022	1914
Michal Wiezik - SPOLU za zelenú Európu	SPOLU - občianska demokracia	2631817786833672	Facebook	100_1k	100 - 1k	SK	Slovakia	7	1	1749993	760000	4493	1500
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	100_1k	100 - 1k	SK	Slovakia	24	1	1587473	526667	13851	3966
Nagy József	Nagy József	128401833854581	Facebook	100_1k	100 - 1k	SK	Slovakia	4	1	1399996	600000	1996	400
Plamienok n.o.		174988447418	Facebook	100_1k	100 - 1k	SK	Slovakia	4	1	1399945	599977	2495	799
Ivan ŠTEFANEC		324560137683033	Facebook	100_1k	100 - 1k	SK	Slovakia	7	1	1299879	489963	4492	1499
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	100_1k	100 - 1k	SK	Slovakia	11	1	1199983	459999	5988	1499
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	100_1k	100 - 1k	SK	Slovakia	14	1	1105121	432980	8449	2587
Milan Uhrík - poslanec NR SR	Kotleba - Ľudová strana Naše Slovensko	193258414360612	Facebook	100_1k	100 - 1k	SK	Slovakia	6	1	1049993	459999	3993	1399
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	100_1k	100 - 1k	SK	Slovakia	17	1	1048211	299645	8465	1696
Schwarzkopf Professional		150101695010185	Facebook	100_1k	100 - 1k	SK	Slovakia	3	1	1001629	500326	394	195
Boris Kollar	Sme rodina	1464024763918594	Facebook	100_1k	100 - 1k	SK	Slovakia	2	1	999997	399999	1997	999
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	100_1k	100 - 1k	SK	Slovakia	15	1	899321	269702	7481	1499
Európsky parlament – Kancelária na Slovensku		232491033085	Facebook	100_1k	100 - 1k	SK	Slovakia	4	1	849995	359999	2496	799
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	100_1k	100 - 1k	SK	Slovakia	5	1	779222	315845	2255	452
Michal Šipoš - kandidát do Európskeho parlamentu		156395481064391	Facebook	100_1k	100 - 1k	SK	Slovakia	8	1	749968	329988	4491	1199
Peter Puškár	Puskar Peter	299027620531773	Facebook	100_1k	100 - 1k	SK	Slovakia	8	1	599992	210000	3992	800
