audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	HR	Croatia	2887	745	7425238	2840641	23394	2770
m18_24	male (18-24)	HR	Croatia	2618	674	6120563	2326265	18110	2239
f25_34	female (25-34)	HR	Croatia	3059	757	5817126	2334071	16902	2348
f18_24	female (18-24)	HR	Croatia	2751	683	5383625	2093885	14388	1862
m35_44	male (35-44)	HR	Croatia	2827	729	5296309	1928752	17703	1842
f35_44	female (35-44)	HR	Croatia	2992	738	4720961	1833986	14565	1896
m45_54	male (45-54)	HR	Croatia	2714	699	3944910	1322801	14401	1173
f45_54	female (45-54)	HR	Croatia	2870	711	3567136	1269839	12200	1264
f55_64	female (55-64)	HR	Croatia	2263	661	2694911	864577	10767	758
m55_64	male (55-64)	HR	Croatia	2179	653	2213129	677344	8996	491
f65_	female (65+)	HR	Croatia	1976	593	1460271	464374	6261	462
m65_	male (65+)	HR	Croatia	1912	583	1260860	395761	5347	333
f13_17	female (13-17)	HR	Croatia	404	143	269159	98912	574	18
m13_17	male (13-17)	HR	Croatia	383	137	196364	75179	517	19
u25_34	unknown (25-34)	HR	Croatia	2554	660	170536	65855	514	60
u35_44	unknown (35-44)	HR	Croatia	2568	656	132762	49054	451	51
u45_54	unknown (45-54)	HR	Croatia	2292	595	41446	14396	174	16
u18_24	unknown (18-24)	HR	Croatia	1873	524	19057	7270	61	8
u65_	unknown (65+)	HR	Croatia	1505	495	14279	4646	59	4
u55_64	unknown (55-64)	HR	Croatia	1562	524	10600	3389	41	3
u13_17	unknown (13-17)	HR	Croatia	215	104	595	240	1	0
