recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	SI	Slovenia	486	74	905293	279729	6409	250
rd2	Last 2 days	2019-05-16	2019-05-17	SI	Slovenia	524	80	1929223	593852	13672	546
rd3	Last 3 days	2019-05-15	2019-05-17	SI	Slovenia	554	86	2867143	859162	20528	834
rd4	Last 4 days	2019-05-14	2019-05-17	SI	Slovenia	588	89	3717926	1108837	26437	1122
rd5	Last 5 days	2019-05-13	2019-05-17	SI	Slovenia	611	93	4512808	1335341	31540	1322
rd6	Last 6 days	2019-05-12	2019-05-17	SI	Slovenia	625	94	5064648	1507118	35440	1520
rw1	Last week	2019-05-11	2019-05-17	SI	Slovenia	654	96	5552675	1659101	38645	1702
rw2	Last 2 weeks	2019-05-04	2019-05-17	SI	Slovenia	749	110	9018010	2897152	57714	4457
rw3	Last 3 weeks	2019-04-27	2019-05-17	SI	Slovenia	969	155	13985263	4860887	83644	8762
rw4	Last 4 weeks	2019-04-20	2019-05-17	SI	Slovenia	1143	195	15548626	5432512	92416	9763
rm1	Last month	2019-04-18	2019-05-17	SI	Slovenia	1180	211	15796374	5505399	93494	9805
rm2	Last 2 months	2019-03-19	2019-05-17	SI	Slovenia	2092	493	20918200	7404921	114787	12377
rm3	Last 3 months	2019-02-17	2019-05-17	SI	Slovenia	2408	569	22097383	7805293	120322	12896
rm6	Last 6 months	2019-01-01	2019-05-17	SI	Slovenia	2552	601	22511521	7913083	121768	12993
