advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ciudadanos	Ciudadanos	74078667754	Facebook	0_50	0 - 50	5800	1	48130920	11178098	572412	0
AMERISOFT SRL		AR573801583431647232	Google	0_50	0 - 50	201	1	39273016	3859007	8269	0
Partido Popular	Partido Popular	72249031214	Facebook	0_50	0 - 50	3432	1	38525280	8949058	338710	0
COALICION CANARIA		AR489541609348661248	Google	0_50	0 - 50	3702	1	38310321	855728	152303	0
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	0_50	0 - 50	176	1	35068425	3480512	7240	0
CDU	CDU	78502295414	Facebook	0_50	0 - 50	3087	1	34560005	8446626	304661	0
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	0_50	0 - 50	798	1	31003713	2583642	32830	0
SPD	SPD	47930567748	Facebook	0_50	0 - 50	8520	1	22593934	3990540	840854	0
European Parliament		178362315106	Facebook	0_50	0 - 50	1130	1	21593585	6571621	110981	22
FDP	FDP	21289227249	Facebook	0_50	0 - 50	2020	1	19087383	4558766	199357	0
Britain's Future	Britain's Future	1625300137516491	Facebook	0_50	0 - 50	3488	1	18285597	4847876	287798	0
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	0_50	0 - 50	137	1	17937392	1736142	5636	0
KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	0_50	0 - 50	1476	1	16291760	460777	60723	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	0_50	0 - 50	3584	1	14422208	3476555	295719	0
People's Vote UK	People's Vote	748608695327755	Facebook	0_50	0 - 50	2643	1	13840939	3281373	218076	0
Partido Popular Regional De Canarias		AR288284801977286656	Google	0_50	0 - 50	126	1	9923163	938010	5183	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	0_50	0 - 50	2088	1	9458012	2107396	172282	0
PSOE	PSOE	189318235003	Facebook	0_50	0 - 50	250	1	8738465	2700567	24672	0
HLAS		AR312619193323225088	Google	0_50	0 - 50	596	1	8680710	419636	24519	0
We are the 52%	We are the 52%	466744973727718	Facebook	0_50	0 - 50	204	1	7389424	1881243	16832	0
mmb media agentur d.o.o.		AR524572049809604608	Google	0_50	0 - 50	746	1	7323064	131650	30691	0
Conservatives	The Conservative Party	8807334278	Facebook	0_50	0 - 50	2012	1	7049614	1709828	166012	0
Kialo		729627343834501	Facebook	0_50	0 - 50	229	1	6908627	1505512	19834	0
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	0_50	0 - 50	27	1	6886971	682937	1110	0
SPÖ	SPÖ	77393060080	Facebook	0_50	0 - 50	620	1	6874914	1710658	61188	0
