advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Future Innovation SRL		AR474748779908562944	Google	10k_50k	10k - 50k	23	1	60120392	6012039	236910	3948
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	10k_50k	10k - 50k	23	1	57984661	5798466	253160	17052
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	10k_50k	10k - 50k	37	1	54729815	5472981	381117	6351
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	10k_50k	10k - 50k	21	1	39656798	3965679	216309	3605
Freiheitliche Partei Österreich		AR333020356698701824	Google	10k_50k	10k - 50k	15	1	20356459	2035645	170756	15678
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	10k_50k	10k - 50k	14	1	13088460	1308159	144206	2403
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	10k_50k	10k - 50k	5	1	10678150	1067815	51502	858
Suomen Keskusta r.p.		AR441112520191639552	Google	10k_50k	10k - 50k	10	1	6214615	621461	103004	1716
Partido Animalista PACMA		AR145115193901318144	Google	10k_50k	10k - 50k	4	1	4463535	446353	41201	686
Best For Britain	Best for Britain	1863944713844924	Facebook	10k_50k	10k - 50k	6	1	4341720	2131392	54803	27404
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	10k_50k	10k - 50k	2	1	3776837	377683	20600	343
SOCIALDEMOKRATIET		AR271193993235136512	Google	10k_50k	10k - 50k	11	1	3467823	346782	113305	1888
UK government	UK government	408582579294175	Facebook	10k_50k	10k - 50k	4	1	2762913	1341987	36535	18269
SPD		AR456734381399080960	Google	10k_50k	10k - 50k	13	1	2399595	239959	150156	15335
The Brexit Party	The Brexit Party	230416667843105	Facebook	10k_50k	10k - 50k	3	1	2368211	1184106	27401	13702
People's Vote UK	People's Vote	748608695327755	Facebook	10k_50k	10k - 50k	3	1	2238833	1119418	56456	16772
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	10k_50k	10k - 50k	9	1	2163098	216309	92704	1545
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	10k_50k	10k - 50k	7	1	2094428	209442	72103	1201
Liberal Alliance		AR183859784640888832	Google	10k_50k	10k - 50k	6	1	2060093	206009	61802	1030
Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	10k_50k	10k - 50k	2	1	1999998	1000000	99998	20000
Venstres Landsorganisation		AR283015942256984064	Google	10k_50k	10k - 50k	10	1	1579404	157940	103004	1716
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	10k_50k	10k - 50k	2	1	1578807	789404	18267	9134
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	10k_50k	10k - 50k	4	1	1064381	106438	41201	686
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	10k_50k	10k - 50k	4	1	1064381	106438	41201	686
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	10k_50k	10k - 50k	1	1	999999	500000	49999	10000
