advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd6	Last 6 days	UK	United Kingdom	768	1	7607956	2608390	108293	12363
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd6	Last 6 days	UK	United Kingdom	435	1	4445568	1522571	81552	9727
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	rd6	Last 6 days	UK	United Kingdom	5	1	1983329	926666	13901	2757
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	rd6	Last 6 days	UK	United Kingdom	56	1	1546628	560408	12327	3000
The Labour Party	The Labour Party	25749647410	Facebook	rd6	Last 6 days	UK	United Kingdom	16	1	1530193	638000	5755	1782
Avaaz	Avaaz	8340223883	Facebook	rd6	Last 6 days	UK	United Kingdom	8	1	1452496	715333	7883	1967
The Brexit Party	The Brexit Party	230416667843105	Facebook	rd6	Last 6 days	UK	United Kingdom	20	1	1323260	593655	20813	6114
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	rd6	Last 6 days	UK	United Kingdom	30	1	1049966	236999	8991	1388
38 Degrees	38 Degrees	200006375787	Facebook	rd6	Last 6 days	UK	United Kingdom	46	1	755318	222796	7326	954
WWF UK		311627208673	Facebook	rd6	Last 6 days	UK	United Kingdom	8	1	749995	318000	2910	972
School Cuts	National Education Union	871798409656672	Facebook	rd6	Last 6 days	UK	United Kingdom	41	1	710975	161500	7175	1093
TheArticle	TheArticle	607840469632004	Facebook	rd6	Last 6 days	UK	United Kingdom	6	1	624881	282142	3023	1124
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	rd6	Last 6 days	UK	United Kingdom	88	1	544854	119344	9055	619
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	499998	199999	577	115
Global Justice Now	Global Justice Now	6707857033	Facebook	rd6	Last 6 days	UK	United Kingdom	142	1	384858	64000	16267	0
People's Vote UK	People's Vote	748608695327755	Facebook	rd6	Last 6 days	UK	United Kingdom	21	1	336979	103000	2868	115
Welsh Labour	Welsh Labour	159670677391384	Facebook	rd6	Last 6 days	UK	United Kingdom	3	1	299997	120000	6476	1272
Labour North	Labour North, Promoted by Fiona Stanton on behalf of Labour North	685018844928882	Facebook	rd6	Last 6 days	UK	United Kingdom	4	1	299995	119999	4045	1851
The City of Edinburgh Council	The City of Edinburgh Council	124181887611335	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	206248	101250	649	130
London Gov	the Greater London Authority	713179875369048	Facebook	rd6	Last 6 days	UK	United Kingdom	20	1	202176	76407	2698	241
Yorkshire and the Humber Labour Party	the Labour Party	1608245282744484	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	199998	100000	6940	1735
Scottish Labour Party	Scottish Labour	310039442421596	Facebook	rd6	Last 6 days	UK	United Kingdom	3	1	199996	69999	2310	810
Alex Salmond	Slainte Media	136191876445102	Facebook	rd6	Last 6 days	UK	United Kingdom	5	1	175995	34999	1672	289
London Labour Party	The London Labour Party 	474613052643462	Facebook	rd6	Last 6 days	UK	United Kingdom	8	1	171535	41923	957	142
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	rd6	Last 6 days	UK	United Kingdom	4	1	167496	33499	1124	185
HOPE not hate	HOPE not hate	91897231853	Facebook	rd6	Last 6 days	UK	United Kingdom	6	1	161994	62000	1613	231
Labour East	The Labour Party	407402162736656	Facebook	rd6	Last 6 days	UK	United Kingdom	4	1	160995	64999	1962	694
Labour South East	The Labour Party.	123817579216	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	149998	59999	1733	694
Labour North West	the Labour Party	61950489543	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	149997	59999	1154	231
WWF Scotland	WWF Scotland	143664152344192	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	146152	73076	710	142
Conservatives	The Conservative Party	8807334278	Facebook	rd6	Last 6 days	UK	United Kingdom	54	1	141946	22000	7574	347
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	rd6	Last 6 days	UK	United Kingdom	21	1	127898	41533	2246	478
Bournemouth Green Party	South East Dorset Green Party	140064492697345	Facebook	rd6	Last 6 days	UK	United Kingdom	9	1	126677	29142	1359	115
Peterborough Conservatives	The Conservative Party	1410613969166253	Facebook	rd6	Last 6 days	UK	United Kingdom	99	1	123905	8000	10791	0
Mayor of London	the Greater London Authority	360322167647280	Facebook	rd6	Last 6 days	UK	United Kingdom	5	1	119995	27000	572	0
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	rd6	Last 6 days	UK	United Kingdom	5	1	110195	22000	1406	231
Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	rd6	Last 6 days	UK	United Kingdom	9	1	105356	43392	683	150
City Index		212613938870867	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	99999	49999	577	115
Jeremy Corbyn	The Labour Party	330250343871	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	99999	49999	577	115
Saving The Survivors	Saving the Survivors	670366153004695	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	99999	50000	114	0
National Education Union	National Education Union	241312696375349	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	99999	50000	577	115
Cheltenham Liberal Democrats	Cheltenham Liberal Democrats	176267409201041	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	99998	35000	403	57
YesCymru	YesCymru	323967924444168	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	99998	20000	229	0
Co-operative Party		7569385657	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	99998	19999	691	115
Paul Bristow	Conservatives	293864561226540	Facebook	rd6	Last 6 days	UK	United Kingdom	96	1	95903	0	10997	0
The Week Junior		799576543492660	Facebook	rd6	Last 6 days	UK	United Kingdom	18	1	86060	24247	522	22
Neville Seed MEP Candidate	Neville Seed	448870642552356	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	84998	42500	547	86
European Greens	European Greens	141366725876424	Facebook	rd6	Last 6 days	UK	United Kingdom	3	1	80374	39900	423	73
JW3	JW3	6587671199	Facebook	rd6	Last 6 days	UK	United Kingdom	4	1	78566	33137	1514	298
Scottish Enterprise	Scottish Enterprise	172043092819095	Facebook	rd6	Last 6 days	UK	United Kingdom	7	1	77222	15873	336	16
GRUNDIG		1508163162762486	Facebook	rd6	Last 6 days	UK	United Kingdom	14	1	67428	27512	202	45
Dehenna Davison Fareham	The Conservative Party 	685350048217874	Facebook	rd6	Last 6 days	UK	United Kingdom	6	1	66994	13000	1150	115
مفوضية اللاجئين		188842724507690	Facebook	rd6	Last 6 days	UK	United Kingdom	6	1	62950	25136	568	111
LCLC - Lithuanian City of London Club - Londono Sičio Lietuvių Klubas	Lithuanian City of London Club	246201282926079	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	62499	31250	360	72
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	59998	15000	229	0
Steve Brine MP	Steve Brine MP	245990448763142	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	59998	14999	229	0
Alex Chalk	The Conservative Party	555226237822956	Facebook	rd6	Last 6 days	UK	United Kingdom	9	1	59991	21000	2419	347
Mayor Kate Allsop - Manifesto and Election	Mayor Kate Allsop	320364355338661	Facebook	rd6	Last 6 days	UK	United Kingdom	4	1	57229	23787	441	84
Wild Trails - Tours, Courses, Expeditions	Africa Wild Trails Ltd	183897415024300	Facebook	rd6	Last 6 days	UK	United Kingdom	3	1	56373	11250	143	0
Plaid Cymru	Plaid Cymru	26416930992	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	52499	25500	345	57
I Love EU	Terence Brotheridge	396013737832767	Facebook	rd6	Last 6 days	UK	United Kingdom	31	1	51840	5773	3296	0
Crisis	Crisis UK	6447117653	Facebook	rd6	Last 6 days	UK	United Kingdom	2	1	50997	9999	229	0
Guardian Weekly		64525551258	Facebook	rd6	Last 6 days	UK	United Kingdom	4	1	50945	11538	179	0
International Fund for Animal Welfare - IFAW	International Fund for Animal Welfare (IFAW)	353224381469808	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	49999	10000	114	0
Yorkshire Party	the Yorkshire Party	1416178118647779	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	49999	10000	577	115
James Palmer	James Palmer	1130573317069850	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	49999	10000	114	0
Johnny For Plymouth	Johnny Mercer 	938126169534790	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	49999	10000	114	0
Chatham House	Chatham House	202798122688	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	49999	24999	144	28
Unite the union	Unite the union	175584152579855	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	49998	9999	577	115
Peterborough Labour Party	The Labour Party	927033024024138	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	49998	10000	577	115
Green Lane Masjid	Green Lane Masjid & Community Centre	173087829397613	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	49998	9999	577	115
Loving Europe 2	Terence Brotheridge	999682533550783	Facebook	rd6	Last 6 days	UK	United Kingdom	28	1	48897	6041	2836	0
Lee Rowley	Alexander Guy Dale	686077084751385	Facebook	rd6	Last 6 days	UK	United Kingdom	16	1	47984	8000	2295	115
Andy Street	The Conservative Party	625464517632792	Facebook	rd6	Last 6 days	UK	United Kingdom	44	1	47956	1000	5040	0
Ian Sowden - European Parliament London	Ian Sowden	402853723885527	Facebook	rd6	Last 6 days	UK	United Kingdom	10	1	43475	15321	795	0
Polski Biznes w UK	Krzysztof Kawulak	983420921675233	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	42856	8571	98	0
Brexit - Time to choose a direction	Iain Macdonald	320338001965330	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	42856	8571	98	0
Newcastle Helix	Newcastle Helix	1688486871233759	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	42856	8571	494	99
UK24 TV	Adeel Saleem	407469139802767	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	41665	8333	95	0
It’s Our City	It's Our City	332341263921598	Facebook	rd6	Last 6 days	UK	United Kingdom	49	1	40712	4856	2849	0
Asthma UK	Asthma UK	40952091012	Facebook	rd6	Last 6 days	UK	United Kingdom	1	1	39999	19999	1156	231
Neville Seed MEP	Neville Seed	2667430016617421	Facebook	rd6	Last 6 days	UK	United Kingdom	4	1	39569	8714	486	84
Exit from Brexit	the Liberal Democrats	1600429670027154	Facebook	rd6	Last 6 days	UK	United Kingdom	35	1	38965	1000	4009	0
Scottish Environment LINK	Scottish Environment LINK	442955795745050	Facebook	rd6	Last 6 days	UK	United Kingdom	4	1	37560	10012	368	0
USR Diaspora	USR Diaspora	1793510380925494	Facebook	rd6	Last 6 days	UK	United Kingdom	8	1	35992	7199	824	0
Robin Walker MP	The Conservative Party	1451563805111255	Facebook	rd6	Last 6 days	UK	United Kingdom	12	1	35988	6000	2300	231
