advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	55_64	55-64	FI	Finland	1	1	24923	12461	248	124
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	55_64	55-64	FI	Finland	2	1	20775	5017	207	35
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	55_64	55-64	FI	Finland	3	1	16214	3184	202	28
Poliitikko Sami Yli-Rahnasto	Pohjanmaan Kokoomus ry	371635287025743	Facebook	55_64	55-64	FI	Finland	1	1	7530	1506	14	0
Mauri Pekkarinen	Mauri Pekkarinen	177939666416553	Facebook	55_64	55-64	FI	Finland	1	1	7045	1409	70	14
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	55_64	55-64	FI	Finland	6	1	6353	1373	85	0
Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	55_64	55-64	FI	Finland	3	1	3193	583	85	0
Petra Schulze Steinen	Schulze-Steinen Petra Elina Marjatta	266912807301110	Facebook	55_64	55-64	FI	Finland	4	1	2766	480	83	0
Irja Sokka Poliitikko	Irja Sokka Poliitikko	689010728162410	Facebook	55_64	55-64	FI	Finland	4	1	2211	290	103	0
Arto Luukkanen	Riekkovaara Niko Tapani	1527478777519070	Facebook	55_64	55-64	FI	Finland	2	1	2026	321	73	0
Karri Ollila Europarlamenttiin 2019	Karri Ollila	300059733998436	Facebook	55_64	55-64	FI	Finland	1	1	2002	1001	19	0
Filip Hamro-Drotz	HAMRO-DROTZ DENNIS MIKAEL	2251922594829597	Facebook	55_64	55-64	FI	Finland	4	1	1898	243	91	0
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	55_64	55-64	FI	Finland	2	1	1709	341	33	0
Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	55_64	55-64	FI	Finland	2	1	1624	325	32	0
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	55_64	55-64	FI	Finland	4	1	1585	317	31	0
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	55_64	55-64	FI	Finland	2	1	1467	246	47	0
Mikko Ohela	Mikko Ohela	201647537374497	Facebook	55_64	55-64	FI	Finland	1	1	1252	250	24	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	55_64	55-64	FI	Finland	1	1	1037	207	20	0
Mikkel Näkkäläjärvi	Nakkalajarvi Mikkel Antte Iisakki	617733068345315	Facebook	55_64	55-64	FI	Finland	1	1	833	166	16	0
