gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	DK	Denmark	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	281	1	3685191	1369074	29302	7676
f	female	DK	Denmark	European Parliament		178362315106	Facebook	81	1	3024370	1277771	25256	5723
f	female	DK	Denmark	Red Barnet		67571270393	Facebook	67	1	2288407	810616	38885	9995
f	female	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	71	1	1836341	749816	21019	5380
f	female	DK	Denmark	Socialdemokratiet		41459763029	Facebook	102	1	1661491	558650	18529	4975
f	female	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	129	1	1290405	475630	20322	5703
f	female	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	435	1	1062559	245294	9702	2286
f	female	DK	Denmark	SF	SF	74796954245	Facebook	46	1	1042726	289852	9274	2143
f	female	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	949112	392096	11390	2540
f	female	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	51	1	853625	277108	7064	1705
f	female	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	30	1	821933	323547	11188	3006
f	female	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	177	1	800255	195376	2990	495
f	female	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	43	1	724133	251814	4455	1242
f	female	DK	Denmark	Røde Kors		65929129383	Facebook	26	1	717104	173732	7610	2428
f	female	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	11	1	694715	300822	7666	2346
f	female	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	22	1	689627	253956	9826	3273
f	female	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	78	1	652488	165562	4377	1014
f	female	DK	Denmark	Danske Medier	Danske Medier	300107073389986	Facebook	47	1	607728	186231	2713	706
f	female	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	76	1	605306	172290	4977	1030
f	female	DK	Denmark	Oatly		214112085661044	Facebook	4	1	585050	235656	3410	832
f	female	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	496253	149409	3246	990
f	female	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	87	1	488988	115752	4124	1054
f	female	DK	Denmark	En grønnere planet		301647537160818	Facebook	47	1	474583	127190	4508	1158
f	female	DK	Denmark	Sex og Samfund		250994288337708	Facebook	4	1	472306	221154	12127	2425
f	female	DK	Denmark	Simple Feast		571176036346620	Facebook	28	1	414172	91882	5275	748
