audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m45_54	male (45-54)	AT	Austria	Harald Vilimsky		547597092025909	Facebook	175	1	1812263	773111	18005	4228
m45_54	male (45-54)	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	569	1	1456912	466202	12058	1433
m45_54	male (45-54)	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	160	1	937856	293428	7685	1422
m45_54	male (45-54)	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	666846	264337	3882	1204
m45_54	male (45-54)	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1160	1	594925	134685	13156	491
m45_54	male (45-54)	AT	Austria	European Parliament		178362315106	Facebook	90	1	546052	230368	5991	1853
m45_54	male (45-54)	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	68	1	532121	223333	2859	848
m45_54	male (45-54)	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	228	1	498137	157171	3617	480
m45_54	male (45-54)	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	225	1	385661	90060	5132	403
m45_54	male (45-54)	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	49	1	239509	76033	1809	329
m45_54	male (45-54)	AT	Austria	FPÖ	FPÖ	169051073236170	Facebook	16	1	197772	84034	1575	390
m45_54	male (45-54)	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	306	1	189185	41478	4982	183
m45_54	male (45-54)	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	39	1	162225	40630	502	39
m45_54	male (45-54)	AT	Austria	Johann Gudenus		104145976305577	Facebook	49	1	152312	60707	888	133
m45_54	male (45-54)	AT	Austria	Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	22	1	135422	56143	1630	437
m45_54	male (45-54)	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	20	1	129860	53005	798	239
m45_54	male (45-54)	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	71	1	118270	30674	819	15
m45_54	male (45-54)	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	531	1	110277	28439	1835	23
m45_54	male (45-54)	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	33	1	104383	34275	815	154
m45_54	male (45-54)	AT	Austria	FPÖ-Wien		146097669338683	Facebook	1	1	91276	45638	456	91
m45_54	male (45-54)	AT	Austria	NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	63	1	85517	21709	955	0
m45_54	male (45-54)	AT	Austria	Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	132	1	81716	21122	2029	55
m45_54	male (45-54)	AT	Austria	1Europa	Peter Glawischnig	320389701908367	Facebook	17	1	78250	21697	500	61
m45_54	male (45-54)	AT	Austria	Wirtschaftskammer		125946327466544	Facebook	149	1	77026	18693	1280	45
m45_54	male (45-54)	AT	Austria	Wochenblick	Wochenblick	991628130904203	Facebook	14	1	76972	25141	645	168
m45_54	male (45-54)	AT	Austria	Kialo		729627343834501	Facebook	337	1	76379	27108	512	128
m45_54	male (45-54)	AT	Austria	Grüner Fisher Investments		138832469593845	Facebook	37	1	75801	21498	3518	622
m45_54	male (45-54)	AT	Austria	Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	92	1	72989	21142	1271	47
m45_54	male (45-54)	AT	Austria	Werner Kogler	Die Grünen	133612666671985	Facebook	14	1	69877	17910	636	142
m45_54	male (45-54)	AT	Austria	FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	22	1	57944	17547	1161	199
m45_54	male (45-54)	AT	Austria	Sozialdemokratischer Wirtschaftsverband Wien		217664835989	Facebook	17	1	55660	11870	650	99
m45_54	male (45-54)	AT	Austria	Addendum		109044023134793	Facebook	10	1	55407	24763	373	61
m45_54	male (45-54)	AT	Austria	Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	149	1	53576	12975	1553	32
m45_54	male (45-54)	AT	Austria	GPA-djp	GPA-djp	214499840736	Facebook	27	1	46681	13206	231	0
m45_54	male (45-54)	AT	Austria	ÖGPP - Österr. Gesellschaft für Politikberatung und Politikentwicklung		345168305518984	Facebook	15	1	45792	19057	408	80
m45_54	male (45-54)	AT	Austria	SPÖ Oberösterreich	SPÖ Oberösterreich	208930355786005	Facebook	5	1	43341	17454	296	55
m45_54	male (45-54)	AT	Austria	Maximilian Krauss		590930261019192	Facebook	94	1	41542	11254	930	42
m45_54	male (45-54)	AT	Austria	NEOS	NEOS	327450964017497	Facebook	44	1	34971	7369	483	18
m45_54	male (45-54)	AT	Austria	Sarah Wiener	Die Grünen	970529566390833	Facebook	7	1	34658	12538	183	32
m45_54	male (45-54)	AT	Austria	Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	17	1	32836	14408	147	35
m45_54	male (45-54)	AT	Austria	European Greens	European Greens	141366725876424	Facebook	11	1	30320	12306	97	35
m45_54	male (45-54)	AT	Austria	Barbara M. Thaler		1945277729020140	Facebook	17	1	29795	6611	242	17
m45_54	male (45-54)	AT	Austria	KWB		134452439906870	Facebook	12	1	28909	6291	252	0
m45_54	male (45-54)	AT	Austria	ServusTV		248450014269	Facebook	3	1	26836	5367	53	0
m45_54	male (45-54)	AT	Austria	Evelyn Regner	SPÖ	291746820967544	Facebook	21	1	26549	8129	302	0
m45_54	male (45-54)	AT	Austria	Freiheitliche Arbeitnehmer Oberösterreich	Freiheitliche Arbeitnehmer Oberösterreich	346842098763288	Facebook	10	1	26179	11985	167	56
m45_54	male (45-54)	AT	Austria	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	14	1	26006	7600	107	7
m45_54	male (45-54)	AT	Austria	Amnesty International Austria		30925241455	Facebook	8	1	25694	5813	128	0
m45_54	male (45-54)	AT	Austria	Thomas Drozda	SPÖ	665544580263664	Facebook	18	1	25616	6989	270	0
m45_54	male (45-54)	AT	Austria	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	8	1	22336	8331	58	5
m45_54	male (45-54)	AT	Austria	Hermann Schützenhöfer	Steirische Volkspartei	141720165842248	Facebook	7	1	21354	4925	132	16
m45_54	male (45-54)	AT	Austria	Christian Dax	SPÖ Burgenland	1232990493514860	Facebook	17	1	20977	4883	141	0
m45_54	male (45-54)	AT	Austria	Christian Pirker		200189984169557	Facebook	58	1	20744	4417	581	5
m45_54	male (45-54)	AT	Austria	Gottfried Waldhäusl		627580790692097	Facebook	17	1	20352	5348	277	26
m45_54	male (45-54)	AT	Austria	Sebastian Kurz	Volkspartei	105151752909840	Facebook	15	1	20120	4715	227	0
m45_54	male (45-54)	AT	Austria	Politaia.org		617383885287512	Facebook	4	1	19665	8805	49	8
m45_54	male (45-54)	AT	Austria	Michael Raml	FPÖ Linz	1499759610320321	Facebook	22	1	19633	4481	190	11
m45_54	male (45-54)	AT	Austria	Freiheitliche Jugend	Freiheitliche Jugend	261850724850	Facebook	9	1	19632	6449	115	9
m45_54	male (45-54)	AT	Austria	Meins		1475362469455962	Facebook	2	1	19623	9811	97	19
m45_54	male (45-54)	AT	Austria	Heumilch		184745071568863	Facebook	1	1	19320	7728	38	19
m45_54	male (45-54)	AT	Austria	Peter Haubner		276851356116014	Facebook	32	1	19126	5528	478	33
m45_54	male (45-54)	AT	Austria	Unser Niederösterreich	Unser Niederösterreich	469284460250113	Facebook	72	1	18207	4461	437	0
m45_54	male (45-54)	AT	Austria	Manuela Auer		317935895015846	Facebook	3	1	18138	3627	181	36
m45_54	male (45-54)	AT	Austria	Mario Kunasek	FPÖ - Landespartei Steiermark	66095458281	Facebook	5	1	17828	4123	182	30
m45_54	male (45-54)	AT	Austria	Keinen Millimeter	Michael Dorner	356665748284436	Facebook	4	1	17684	3646	67	7
m45_54	male (45-54)	AT	Austria	Daniela Holzinger-Vogtenhuber	NR KLUB JETZT	510291985696801	Facebook	4	1	17238	4777	69	0
m45_54	male (45-54)	AT	Austria	Klang der Solidarität		385076005313967	Facebook	12	1	16994	7836	51	5
m45_54	male (45-54)	AT	Austria	Willi Mernyi		257506474800121	Facebook	2	1	16668	3333	98	16
m45_54	male (45-54)	AT	Austria	AUGE/UG - Alternative, Grüne und Unabhängige GewerkschafterInnen		422601690429	Facebook	8	1	16516	3279	193	29
